,state,area_code,international_plan,voice_mail_plan,churn
899,ID,510.0,no,yes,no
900,UT,415.0,no,no,no
901,MD,415.0,no,no,no
902,VT,415.0,yes,no,no
903,FL,415.0,no,no,yes
904,NH,415.0,no,no,no
905,IL,415.0,no,no,no
906,NM,408.0,no,yes,no
907,KS,415.0,no,no,no
908,WV,415.0,no,no,no
909,ID,408.0,no,no,no
910,ME,415.0,no,no,no
911,MA,415.0,no,yes,no
912,TX,510.0,no,no,no
913,OR,408.0,yes,no,no
914,WV,510.0,no,yes,no
915,MO,415.0,no,no,no
916,WY,415.0,no,no,no
917,WV,408.0,no,yes,no
918,UT,510.0,no,no,yes
919,KY,415.0,no,no,no
920,OK,510.0,no,no,yes
921,TN,415.0,no,no,no
922,GA,415.0,no,no,no
923,NE,408.0,no,no,no
924,WA,510.0,no,no,yes
925,MO,510.0,no,no,yes
926,WV,510.0,no,yes,no
927,WA,415.0,no,no,no
928,ME,510.0,no,no,no
929,WI,415.0,no,no,no
930,NC,415.0,no,no,no
931,OK,415.0,no,no,yes
932,MA,415.0,no,no,no
933,MN,415.0,no,no,no
934,ND,510.0,no,yes,no
935,AZ,415.0,yes,no,yes
936,SC,408.0,no,yes,no
937,ME,408.0,no,no,no
938,MO,415.0,no,yes,no
939,NJ,415.0,no,no,no
940,WY,408.0,no,yes,no
941,OK,415.0,yes,yes,no
942,PA,415.0,no,yes,no
943,ND,415.0,no,no,no
944,NM,415.0,no,no,no
945,FL,415.0,no,no,no
946,MO,408.0,no,no,no
947,NV,415.0,no,no,yes
948,SD,510.0,no,no,no
949,OR,415.0,no,no,no
950,TN,415.0,yes,no,yes
951,VA,415.0,no,no,no
952,ME,408.0,no,no,yes
953,FL,408.0,no,yes,no
954,RI,510.0,no,no,no
955,DC,415.0,no,yes,no
956,AR,415.0,no,no,no
957,OR,408.0,no,yes,no
958,SD,510.0,no,no,no
959,MS,510.0,yes,no,yes
960,NC,408.0,no,yes,no
961,OH,408.0,no,no,yes
962,IN,415.0,no,no,no
963,MT,415.0,no,no,yes
964,SC,408.0,yes,no,yes
965,OR,415.0,no,yes,no
966,OR,415.0,no,yes,no
967,GA,408.0,no,no,no
968,MI,415.0,no,no,no
969,OR,415.0,no,no,no
970,OR,415.0,no,no,no
971,MA,408.0,no,no,no
972,IA,408.0,no,no,no
973,VA,510.0,no,no,no
974,WV,510.0,no,no,yes
975,TX,408.0,no,yes,no
976,IL,510.0,yes,no,yes
977,RI,510.0,no,yes,no
978,WA,510.0,yes,no,no
979,DE,415.0,no,no,no
980,NV,408.0,no,no,no
981,MO,408.0,no,no,no
982,OH,415.0,no,no,no
983,NH,415.0,no,no,no
984,ME,415.0,no,no,no
985,NH,510.0,no,no,no
986,NC,415.0,yes,no,no
987,KY,408.0,no,no,no
988,UT,415.0,no,no,no
989,NV,408.0,no,no,no
990,VT,415.0,no,no,no
991,ME,415.0,yes,no,yes
992,ME,510.0,no,no,no
993,PA,415.0,no,no,no
994,MI,510.0,no,yes,no
995,MN,510.0,yes,no,yes
996,SD,408.0,no,no,no
997,KY,510.0,no,no,yes
998,SC,415.0,no,no,no
999,WA,415.0,no,no,yes
1000,KY,408.0,no,no,no
1001,PA,415.0,no,no,no
1002,VA,415.0,no,no,no
1003,UT,510.0,no,yes,no
1004,DC,415.0,yes,no,yes
1005,MA,415.0,no,yes,no
1006,LA,408.0,no,no,no
1007,VA,415.0,no,no,no
1008,MI,415.0,no,yes,no
1009,MI,408.0,no,no,no
1010,CT,510.0,no,no,no
1011,NH,408.0,no,yes,no
1012,AL,415.0,no,no,no
1013,MD,510.0,no,no,no
1014,ND,415.0,no,no,no
1015,RI,510.0,no,no,no
1016,NY,415.0,no,yes,no
1017,OH,415.0,no,no,no
1018,WV,408.0,no,no,no
1019,OK,408.0,no,no,no
1020,WI,415.0,no,no,no
1021,OH,510.0,no,no,no
1022,OK,415.0,yes,no,yes
1023,PA,408.0,no,no,no
1024,KS,415.0,no,no,no
1025,SD,415.0,no,no,no
1026,UT,408.0,no,no,no
1027,IN,408.0,no,no,no
1028,NH,510.0,no,no,no
1029,IA,510.0,no,yes,no
1030,WA,408.0,no,no,no
1031,ND,408.0,yes,no,no
1032,AL,408.0,no,no,no
1033,TX,510.0,yes,no,yes
1034,CT,510.0,no,yes,no
1035,OR,510.0,no,no,no
1036,AK,408.0,no,yes,no
1037,IN,415.0,no,no,yes
1038,NY,415.0,yes,no,yes
1039,WY,415.0,no,no,no
1040,WI,415.0,no,no,no
1041,DE,408.0,no,no,no
1042,TN,408.0,no,no,no
1043,DC,415.0,no,yes,yes
1044,TX,415.0,no,no,no
1045,DC,415.0,no,no,no
1046,TN,408.0,no,yes,no
1047,MI,415.0,no,no,no
1048,WA,415.0,no,yes,no
1049,ME,415.0,no,no,no
1050,DE,415.0,no,no,yes
1051,CO,415.0,no,yes,no
1052,NJ,415.0,no,yes,no
1053,OK,408.0,yes,no,yes
1054,VA,408.0,no,no,no
1055,TN,415.0,no,yes,no
1056,HI,415.0,no,no,no
1057,PA,415.0,no,yes,no
1058,WY,415.0,no,yes,no
1059,RI,415.0,no,no,no
1060,RI,415.0,no,no,no
1061,MD,408.0,no,no,no
1062,IL,408.0,no,no,no
1063,KY,415.0,no,yes,no
1064,OH,510.0,no,no,no
1065,VA,415.0,no,no,no
1066,MT,415.0,no,no,no
1067,PA,510.0,no,no,no
1068,NE,510.0,no,no,no
1069,GA,408.0,yes,no,no
1070,ME,408.0,no,no,no
1071,OH,510.0,no,yes,yes
1072,ID,510.0,no,no,no
1073,KS,408.0,yes,no,yes
1074,TN,415.0,no,no,no
1075,WA,415.0,no,no,no
1076,IN,415.0,no,yes,no
1077,MA,408.0,no,no,no
1078,VT,510.0,no,no,yes
1079,IL,408.0,no,no,no
1080,ID,415.0,no,no,no
1081,DE,510.0,no,yes,no
1082,AK,415.0,no,no,no
1083,RI,510.0,no,yes,no
1084,MO,415.0,no,yes,no
1085,NE,415.0,no,no,no
1086,FL,510.0,no,no,no
1087,MI,408.0,no,no,no
1088,IA,408.0,no,no,yes
1089,PA,510.0,no,yes,no
1090,AR,415.0,no,yes,no
1091,KY,510.0,no,yes,no
1092,MN,415.0,no,no,no
1093,TX,510.0,no,no,no
1094,HI,510.0,no,no,no
1095,WY,415.0,no,yes,no
1096,WI,415.0,no,no,no
1097,NV,408.0,no,no,no
1098,DC,415.0,no,no,no
1099,IL,415.0,no,yes,no
1100,MS,510.0,no,no,no
1101,WV,415.0,no,no,no
1102,WY,408.0,no,no,no
1103,MA,510.0,no,no,no
1104,OR,415.0,yes,no,yes
1105,ME,510.0,no,no,no
1106,AR,415.0,no,yes,no
1107,LA,408.0,no,yes,no
1108,MD,415.0,no,no,no
1109,NJ,415.0,no,no,no
1110,MT,415.0,no,no,no
1111,MD,415.0,no,yes,no
1112,CT,415.0,no,yes,no
1113,OH,415.0,no,no,no
1114,NJ,415.0,no,no,no
1115,NV,510.0,no,no,no
1116,KS,408.0,no,no,no
1117,TX,415.0,no,no,no
1118,MN,408.0,no,no,no
1119,MT,408.0,no,no,no
1120,AK,415.0,no,yes,no
1121,HI,408.0,no,no,no
1122,TX,510.0,no,no,no
1123,ID,408.0,no,no,no
1124,WY,415.0,no,no,no
1125,KY,510.0,no,no,no
1126,AR,415.0,no,yes,no
1127,OR,510.0,no,no,no
1128,MN,415.0,no,no,no
1129,HI,415.0,no,no,no
1130,LA,415.0,no,no,no
1131,RI,415.0,no,no,no
1132,MD,408.0,no,no,yes
1133,MS,415.0,no,no,no
1134,TN,408.0,no,no,no
1135,ID,415.0,no,no,no
1136,GA,415.0,no,no,no
1137,KS,408.0,yes,no,no
1138,HI,510.0,yes,no,yes
1139,WV,415.0,yes,yes,no
1140,MS,408.0,no,no,no
1141,MS,510.0,no,no,no
1142,SC,415.0,no,yes,no
1143,KS,415.0,no,no,yes
1144,ID,415.0,no,no,no
1145,AK,415.0,no,yes,no
1146,MS,415.0,no,no,no
1147,NY,408.0,no,no,no
1148,OH,510.0,no,no,no
1149,DE,415.0,no,yes,no
1150,RI,408.0,no,no,no
1151,NE,415.0,yes,no,no
1152,HI,415.0,no,no,no
1153,NM,415.0,no,no,no
1154,UT,510.0,no,no,no
1155,MD,415.0,yes,no,yes
1156,IA,415.0,no,no,yes
1157,KY,408.0,no,no,no
1158,VT,415.0,yes,yes,no
1159,NM,408.0,no,no,yes
1160,VT,510.0,no,yes,no
1161,PA,415.0,no,no,no
1162,VT,415.0,no,yes,no
1163,OR,408.0,no,no,no
1164,CA,415.0,no,no,no
1165,NY,415.0,yes,no,no
1166,MO,510.0,no,no,no
1167,NM,510.0,no,no,no
1168,MN,408.0,yes,no,no
1169,CT,415.0,yes,yes,yes
1170,IA,408.0,yes,yes,no
1171,AL,415.0,no,no,no
1172,GA,408.0,no,no,no
1173,NJ,510.0,no,no,no
1174,CA,415.0,no,no,yes
1175,VT,415.0,no,no,no
1176,TN,510.0,no,yes,no
1177,SD,415.0,no,no,no
1178,CO,415.0,no,no,no
1179,KY,415.0,no,no,no
1180,IA,415.0,no,no,yes
1181,CT,510.0,no,no,no
1182,MA,510.0,no,no,no
1183,NV,408.0,no,yes,no
1184,VA,415.0,no,yes,no
1185,NY,415.0,no,yes,no
1186,MO,408.0,yes,no,no
1187,FL,408.0,no,no,no
1188,SC,415.0,no,no,no
1189,IL,415.0,no,no,no
1190,NE,415.0,no,no,no
1191,AK,510.0,yes,no,no
1192,TN,408.0,yes,no,no
1193,NM,408.0,no,no,no
1194,NV,415.0,no,no,no
1195,UT,510.0,no,no,no
1196,WV,510.0,no,no,no
1197,IL,415.0,no,yes,no
1198,MN,408.0,no,no,no
1199,HI,415.0,no,no,no
1200,DC,510.0,no,no,no
1201,ID,510.0,no,yes,no
1202,NC,408.0,no,no,no
1203,AL,510.0,no,no,no
1204,OR,415.0,no,yes,yes
1205,IL,408.0,no,no,no
1206,WV,510.0,no,no,no
1207,MN,415.0,no,no,no
1208,LA,408.0,no,no,no
1209,VT,415.0,no,no,no
1210,IL,510.0,no,no,no
1211,KS,408.0,no,no,no
1212,UT,415.0,no,no,no
1213,KY,408.0,no,no,no
1214,MT,415.0,no,no,no
1215,MA,415.0,no,yes,no
1216,NJ,415.0,no,no,no
1217,WY,415.0,no,no,no
1218,VT,415.0,no,no,no
1219,AL,408.0,no,no,no
1220,DE,415.0,no,yes,no
1221,WV,408.0,no,yes,no
1222,IA,510.0,no,no,no
1223,PA,408.0,no,no,no
1224,TN,415.0,no,no,no
1225,NH,415.0,no,no,no
1226,KY,415.0,no,no,no
1227,ME,415.0,no,yes,no
1228,MN,510.0,no,yes,no
1229,NM,415.0,no,no,yes
1230,NH,415.0,no,no,no
1231,TX,510.0,no,no,no
1232,AL,415.0,no,no,no
1233,WA,415.0,no,no,no
1234,MN,408.0,no,yes,no
1235,NJ,415.0,no,no,yes
1236,NH,408.0,no,no,no
1237,VT,408.0,no,no,no
1238,NH,415.0,no,no,no
1239,MD,510.0,yes,no,yes
1240,LA,415.0,no,no,no
1241,SC,510.0,no,no,no
1242,AR,510.0,no,no,no
1243,WV,510.0,no,no,yes
1244,KS,415.0,yes,no,yes
1245,AR,408.0,no,no,no
1246,NH,510.0,no,yes,no
1247,TX,510.0,no,no,no
1248,TX,415.0,no,no,no
1249,PA,415.0,no,no,no
1250,ME,415.0,no,no,no
1251,WY,408.0,no,no,no
1252,KY,408.0,no,yes,no
1253,WY,510.0,yes,yes,no
1254,RI,415.0,no,no,no
1255,LA,415.0,no,yes,no
1256,HI,415.0,no,no,no
1257,KY,415.0,no,yes,no
1258,DE,415.0,no,yes,no
1259,SD,415.0,no,yes,yes
1260,MS,415.0,no,yes,no
1261,WI,408.0,yes,yes,no
1262,VT,408.0,no,no,no
1263,MA,408.0,no,yes,no
1264,OR,408.0,yes,no,yes
1265,MA,415.0,no,yes,no
1266,MT,408.0,no,no,yes
1267,AK,415.0,no,no,no
1268,MS,415.0,no,no,no
1270,VA,510.0,no,no,no
1271,AZ,415.0,no,no,no
1272,UT,415.0,no,no,no
1273,WV,415.0,no,no,no
1274,MN,415.0,no,no,no
1275,AZ,510.0,no,yes,no
1276,RI,510.0,no,no,no
1277,NM,408.0,no,no,no
1278,HI,408.0,no,no,no
1279,NY,510.0,no,yes,no
1280,NM,408.0,no,yes,no
1281,VT,408.0,no,yes,no
1282,MI,415.0,no,yes,no
1283,IN,415.0,no,no,no
1284,OH,510.0,no,no,no
1285,KY,415.0,no,no,no
1286,NC,415.0,no,yes,no
1287,KY,408.0,no,no,no
1288,WY,408.0,no,no,no
1289,VA,415.0,no,no,no
1290,AL,415.0,no,no,no
1291,MN,510.0,no,no,yes
1292,FL,408.0,no,yes,no
1293,CA,415.0,no,no,no
1294,KY,510.0,no,no,no
1295,AR,415.0,no,no,yes
1296,VT,510.0,no,no,no
1297,MD,415.0,no,no,no
1298,CT,415.0,no,no,no
1299,MI,415.0,no,no,no
1300,PA,415.0,no,no,no
1301,CO,415.0,yes,no,no
1302,CA,510.0,no,no,no
1303,NJ,415.0,yes,yes,yes
1304,KY,415.0,no,no,no
1305,MO,510.0,no,no,yes
1306,CA,510.0,no,no,no
1307,CT,415.0,no,no,yes
1308,IL,408.0,no,no,no
1309,RI,415.0,no,yes,no
1310,TN,415.0,yes,no,yes
1311,WV,510.0,no,no,no
1312,MS,415.0,no,no,no
1313,WI,510.0,no,yes,no
1314,SC,415.0,no,no,no
1315,RI,408.0,no,no,no
1316,AR,408.0,no,yes,no
1317,NM,408.0,no,no,yes
1318,NH,408.0,no,yes,no
1319,NM,415.0,no,no,no
1320,AZ,408.0,no,no,no
1321,TN,510.0,no,no,no
1322,OK,408.0,no,no,no
1323,SC,510.0,no,yes,no
1324,WY,415.0,no,yes,no
1325,IN,415.0,no,no,yes
1326,CT,510.0,no,yes,no
1327,NY,510.0,no,no,no
1328,TX,415.0,no,yes,no
1329,IL,415.0,no,no,no
1330,LA,510.0,no,yes,no
1331,WA,510.0,no,no,no
1332,MD,415.0,no,no,no
1333,KY,415.0,no,no,no
1334,DC,415.0,yes,no,no
1335,IL,415.0,no,yes,no
1336,WY,408.0,no,no,no
1337,SD,415.0,no,no,no
1338,WI,415.0,no,no,no
1339,UT,510.0,no,yes,no
1340,SD,408.0,no,yes,no
1341,GA,510.0,no,no,no
1342,IN,415.0,no,no,no
1343,IA,415.0,yes,yes,yes
1344,OK,408.0,no,no,no
1345,WA,415.0,no,no,yes
1346,AR,415.0,no,yes,no
1347,WA,510.0,no,no,no
1348,NC,415.0,no,no,no
1349,NH,415.0,no,no,no
1350,WY,408.0,no,no,no
1351,MO,415.0,no,no,no
1352,OR,415.0,no,no,no
1353,MN,415.0,no,no,no
1354,MA,510.0,yes,no,yes
1355,ME,510.0,no,yes,no
1356,MO,415.0,yes,no,no
1357,MN,510.0,no,no,no
1358,NE,415.0,no,no,no
1359,MA,415.0,no,no,yes
1360,LA,408.0,no,no,no
1361,IA,415.0,no,no,no
1362,ME,408.0,no,yes,no
1363,VT,415.0,no,yes,no
1364,MA,408.0,no,no,no
1365,SD,408.0,no,yes,no
1366,WA,415.0,no,yes,no
1367,IN,510.0,no,yes,no
1368,MN,415.0,no,no,no
1369,OR,415.0,no,yes,no
1370,WV,408.0,no,no,no
1371,MO,510.0,no,no,no
1372,UT,415.0,no,no,no
1373,ME,510.0,no,yes,no
1374,IL,415.0,no,no,no
1375,OR,408.0,no,no,no
1376,RI,408.0,no,no,no
1377,KY,415.0,no,no,yes
1378,TX,415.0,yes,no,no
1379,KY,415.0,no,no,no
1380,UT,408.0,yes,yes,no
1381,AL,408.0,no,no,no
1382,IL,510.0,no,yes,no
1383,AZ,415.0,no,yes,no
1384,SD,408.0,no,yes,no
1385,VA,415.0,no,no,no
1386,UT,415.0,no,no,no
1387,CO,415.0,no,no,no
1388,AL,415.0,yes,no,yes
1389,TX,415.0,no,no,no
1390,AZ,415.0,yes,no,no
1391,OK,415.0,no,no,no
1392,CT,510.0,no,no,no
1393,MT,415.0,no,no,no
1394,AR,415.0,no,no,no
1395,AR,510.0,no,no,no
1396,CO,415.0,no,yes,no
1397,AZ,415.0,no,yes,no
1398,UT,415.0,no,yes,no
1399,MI,415.0,no,no,no
1400,SD,415.0,no,no,no
1401,PA,415.0,no,yes,no
1402,MT,415.0,no,no,yes
1403,MN,415.0,no,no,no
1404,MD,510.0,no,no,yes
1405,IN,408.0,no,no,no
1406,KS,415.0,no,no,no
1407,CA,415.0,no,no,yes
1408,HI,415.0,no,no,no
1409,MT,415.0,yes,no,no
1410,AZ,415.0,no,no,no
1411,ID,415.0,no,no,yes
1412,VT,408.0,no,yes,no
1413,CA,408.0,no,no,no
1414,MD,415.0,no,no,no
1415,MD,415.0,no,no,no
1416,NE,415.0,no,no,no
1417,AL,408.0,no,no,no
1418,WV,415.0,no,no,no
1419,NM,415.0,no,no,no
1420,IN,510.0,no,no,no
1421,NE,408.0,no,no,no
1422,OK,408.0,no,no,no
1423,GA,415.0,no,no,no
1424,NE,408.0,no,no,no
1425,SC,408.0,no,no,no
1426,CO,510.0,no,no,no
1427,SC,415.0,no,yes,no
1428,NM,408.0,no,no,no
1429,NJ,510.0,no,no,no
1430,TN,510.0,no,no,no
1431,ID,415.0,no,no,no
1432,ID,510.0,no,no,no
1433,OH,408.0,no,yes,no
1434,AL,415.0,no,yes,no
1435,ME,510.0,no,no,no
1436,IL,408.0,no,no,no
1437,CA,415.0,no,no,no
1438,AL,415.0,no,no,no
1439,MI,408.0,no,no,yes
1440,MT,415.0,no,yes,yes
1441,NJ,510.0,no,no,no
1442,IN,415.0,no,no,no
1443,KY,415.0,no,no,yes
1444,IN,510.0,no,yes,no
1445,NY,408.0,no,yes,yes
1446,DE,415.0,no,yes,no
1447,NJ,510.0,no,no,no
1448,ND,415.0,no,no,no
1449,SD,415.0,no,no,no
1450,VA,415.0,no,no,no
1451,VA,415.0,no,no,no
1452,ID,408.0,no,no,no
1453,ID,408.0,no,yes,no
1454,MO,415.0,no,yes,no
1455,NY,408.0,no,no,yes
1456,LA,510.0,no,yes,no
1457,UT,510.0,no,no,no
1458,MN,415.0,no,no,no
1459,SD,408.0,no,yes,no
1460,RI,408.0,no,no,no
1461,MS,415.0,yes,no,no
1462,NC,415.0,no,no,no
1463,VA,408.0,no,no,no
1464,VA,510.0,no,no,no
1465,TN,415.0,no,no,yes
1466,OR,415.0,no,yes,no
1467,NE,408.0,no,no,no
1468,DE,415.0,no,yes,no
1469,DC,415.0,no,no,no
1470,AL,415.0,no,no,yes
1471,ND,510.0,no,no,no
1472,MD,415.0,no,no,no
1473,LA,415.0,no,no,no
1474,OK,408.0,no,no,no
1475,ID,415.0,no,no,no
1476,AZ,415.0,no,no,yes
1477,PA,415.0,no,no,no
1478,NE,415.0,no,no,no
1479,TX,415.0,no,yes,no
1480,LA,408.0,no,yes,no
1481,WI,415.0,no,no,no
1482,AR,415.0,no,no,no
1483,GA,415.0,no,no,no
1484,NY,408.0,no,no,no
1485,MT,415.0,no,yes,no
1486,MA,408.0,no,no,no
1487,AK,415.0,no,no,no
1488,LA,415.0,no,no,no
1489,AK,510.0,no,no,no
1490,RI,408.0,no,no,no
1491,AR,408.0,no,yes,no
1492,IA,408.0,yes,no,yes
1493,CT,510.0,no,yes,no
1494,SC,408.0,no,yes,no
1495,WA,408.0,no,no,no
1496,AR,415.0,no,yes,no
1497,TX,415.0,no,no,no
1498,GA,415.0,no,no,no
1499,NJ,510.0,no,no,yes
1500,ME,415.0,no,yes,no
1501,PA,415.0,no,yes,no
1502,WI,415.0,no,no,no
1503,DE,408.0,no,no,no
1504,DE,415.0,no,no,yes
1505,HI,408.0,no,no,no
1506,PA,415.0,no,no,no
1507,MA,415.0,no,no,no
1508,MS,415.0,no,yes,no
1509,SD,408.0,no,no,no
1510,PA,510.0,no,no,no
1511,MD,510.0,no,no,no
1512,MS,408.0,yes,no,no
1513,AR,510.0,no,no,no
1514,MI,408.0,no,no,no
1515,ID,415.0,no,no,no
1516,NY,415.0,no,no,no
1517,AK,415.0,no,no,no
1518,TN,510.0,no,no,no
1519,CT,415.0,no,yes,no
1520,HI,510.0,no,no,no
1521,RI,510.0,no,no,no
1522,MS,408.0,no,yes,no
1523,TX,415.0,no,no,yes
1524,MS,415.0,no,no,no
1525,WI,510.0,no,no,no
1526,MS,510.0,no,yes,no
1527,DE,510.0,no,no,no
1528,CO,415.0,yes,no,yes
1529,AL,408.0,no,no,yes
1530,PA,408.0,no,yes,no
1531,VT,510.0,no,no,no
1532,WY,415.0,no,yes,no
1533,SD,415.0,no,no,no
1534,WY,415.0,no,no,no
1535,SC,415.0,no,yes,no
1536,FL,415.0,no,no,no
1537,LA,415.0,yes,no,no
1538,FL,510.0,no,no,no
1539,WI,415.0,no,no,no
1540,IL,415.0,no,no,no
1541,NE,415.0,no,no,no
1542,SC,415.0,no,no,no
1543,IL,415.0,no,no,no
1544,MI,415.0,no,no,no
1545,OR,408.0,no,no,no
1546,VA,415.0,yes,yes,no
1547,KS,415.0,no,no,no
1548,CA,408.0,no,no,no
1549,MO,510.0,no,no,no
1550,WY,408.0,no,no,no
1551,SC,510.0,no,no,no
1552,ME,510.0,no,no,no
1553,AR,415.0,no,yes,no
1554,WI,408.0,no,no,no
1555,RI,415.0,no,no,no
1556,WV,510.0,no,no,no
1557,CT,510.0,no,no,yes
1558,MN,415.0,no,no,no
1559,IN,510.0,no,no,no
1560,MD,415.0,no,no,no
1561,UT,415.0,no,yes,no
1562,MS,415.0,yes,no,yes
1563,OH,415.0,no,yes,no
1564,NM,415.0,no,no,no
1565,ND,408.0,no,no,yes
1566,NE,510.0,no,no,no
1567,NE,510.0,no,no,no
1568,MO,408.0,no,no,no
1569,UT,408.0,no,yes,no
1570,VT,415.0,no,no,no
1571,MN,415.0,no,no,no
1572,AZ,408.0,no,yes,no
1573,ND,510.0,no,yes,no
1574,RI,415.0,no,yes,no
1575,OH,408.0,yes,no,no
1576,IN,510.0,no,yes,no
1577,NV,408.0,no,no,no
1578,PA,415.0,no,no,no
1579,MN,510.0,no,no,no
1580,AR,408.0,no,yes,no
1581,WY,408.0,no,no,yes
1582,OR,415.0,no,no,no
1583,IA,510.0,no,no,no
1584,ND,415.0,yes,no,yes
1585,MA,408.0,no,no,yes
1586,NJ,415.0,yes,no,yes
1587,HI,408.0,no,no,no
1588,TX,415.0,no,no,yes
1589,MN,415.0,no,yes,no
1590,AR,415.0,no,yes,no
1591,OK,510.0,no,no,yes
1592,MT,415.0,no,no,no
1593,IL,510.0,no,no,no
1594,OK,408.0,no,no,no
1595,PA,408.0,no,no,no
1596,VA,415.0,no,no,no
1597,WV,510.0,no,no,no
1598,TX,415.0,no,yes,no
1599,NC,510.0,no,no,no
1600,NH,408.0,no,yes,no
1601,MN,415.0,no,no,no
1602,VA,408.0,no,yes,no
1603,WV,510.0,no,no,no
1604,WA,415.0,yes,no,yes
1605,AL,415.0,no,no,no
1606,MN,408.0,no,no,yes
1607,ME,415.0,no,no,no
1608,AL,415.0,no,no,no
1609,OH,408.0,no,no,no
1610,OR,510.0,no,no,yes
1611,AR,415.0,no,no,no
1612,ID,415.0,no,no,no
1613,CA,510.0,no,no,no
1614,OK,408.0,no,no,no
1615,NH,510.0,yes,yes,yes
1616,MO,415.0,no,no,no
1617,RI,415.0,no,no,no
1618,NM,510.0,no,yes,no
1619,ID,415.0,no,no,no
1620,ME,415.0,no,no,yes
1621,GA,415.0,no,no,no
1622,DC,408.0,no,no,no
1623,ND,415.0,no,no,no
1624,TX,415.0,no,no,no
1625,WA,510.0,no,no,no
1626,NM,408.0,yes,no,yes
1627,DC,510.0,no,yes,no
1628,OK,415.0,no,no,no
1629,WY,415.0,no,no,no
1630,MD,415.0,yes,yes,no
1631,MO,510.0,no,no,no
1632,NC,408.0,no,no,no
1633,WV,510.0,no,no,no
1634,GA,408.0,no,no,no
1635,OK,415.0,no,no,no
1636,FL,408.0,no,no,no
1637,MD,415.0,no,no,no
1638,HI,510.0,no,yes,no
1639,FL,408.0,no,no,no
1640,ND,415.0,no,no,no
1641,LA,408.0,no,no,no
1642,AR,415.0,no,no,no
1643,KY,408.0,no,no,no
1644,HI,510.0,yes,no,no
1645,KS,408.0,no,no,no
1646,TX,415.0,no,no,no
1647,WA,408.0,no,no,yes
1648,NC,510.0,no,no,no
1649,TX,408.0,no,no,no
1650,LA,408.0,no,no,no
1651,TN,510.0,no,no,no
1652,NC,510.0,no,yes,no
1653,OH,415.0,no,no,no
1654,AR,415.0,no,yes,no
1655,WA,510.0,no,no,no
1656,MN,408.0,no,no,no
1657,ND,510.0,no,no,yes
1658,AZ,510.0,no,no,yes
1659,MT,415.0,no,no,no
1660,WV,408.0,no,no,no
1662,HI,408.0,no,yes,no
1663,WV,415.0,no,no,yes
1664,DC,415.0,no,no,no
1665,DC,510.0,no,no,no
1666,VT,415.0,no,yes,no
1667,KS,415.0,no,yes,no
1668,OH,415.0,no,yes,no
1669,NJ,415.0,no,no,no
1670,OH,408.0,yes,no,no
1671,OK,415.0,yes,no,no
1672,AL,510.0,yes,no,no
1673,MA,510.0,no,yes,no
1674,MO,415.0,yes,no,no
1675,LA,408.0,no,no,no
1676,WV,415.0,yes,yes,no
1677,IN,415.0,no,no,yes
1678,RI,415.0,no,no,no
1679,IA,408.0,no,no,no
1680,MT,510.0,no,no,no
1681,IA,415.0,no,no,no
1682,NY,415.0,no,no,yes
1683,ID,408.0,no,yes,no
1684,VT,510.0,no,no,no
1685,VA,510.0,no,yes,no
1686,TX,415.0,no,no,no
1687,FL,415.0,no,no,no
1688,CO,408.0,no,no,yes
1689,AZ,415.0,no,no,no
1690,SC,415.0,no,no,no
1691,VA,510.0,no,no,no
1692,NE,415.0,no,no,no
1693,WY,408.0,no,yes,no
1694,MT,408.0,no,no,no
1695,MO,415.0,no,no,no
1696,HI,510.0,no,no,no
1697,IL,415.0,no,no,no
1698,NH,510.0,no,no,no
1699,LA,408.0,no,no,no
1700,AZ,408.0,no,no,yes
1701,OK,408.0,no,yes,no
1702,GA,415.0,no,yes,no
1703,AK,408.0,no,yes,no
1704,MA,415.0,no,no,no
1705,AK,415.0,yes,yes,no
1706,NJ,408.0,no,no,no
1707,GA,408.0,no,no,no
1708,MD,408.0,yes,yes,yes
1709,AR,510.0,no,no,no
1710,ID,415.0,no,no,no
1711,WI,510.0,no,no,no
1712,OR,408.0,no,yes,no
1713,MI,415.0,no,no,no
1714,DE,408.0,no,no,no
1715,ID,415.0,no,no,yes
1716,WY,415.0,no,yes,no
1717,IA,408.0,no,no,no
1718,IN,408.0,no,no,no
1719,VA,408.0,no,no,no
1720,UT,415.0,no,no,no
1721,WY,415.0,no,no,yes
1722,IN,408.0,no,no,no
1723,CO,415.0,no,no,no
1724,CO,408.0,no,yes,yes
1725,WI,415.0,no,no,no
1726,OK,408.0,no,no,no
1727,ID,408.0,no,no,no
1728,CA,415.0,no,yes,no
1729,MN,510.0,no,yes,no
1730,SD,408.0,no,yes,no
1731,NC,408.0,no,no,no
1732,WA,415.0,no,yes,no
1733,WY,415.0,yes,no,no
1734,MN,408.0,yes,no,no
1735,UT,408.0,no,no,no
1736,TX,510.0,no,no,yes
1737,NJ,408.0,no,no,no
1738,MN,510.0,no,yes,no
1739,NM,510.0,no,no,no
1740,NV,415.0,no,no,no
1741,HI,415.0,no,no,no
1742,MN,415.0,no,no,no
1743,DC,415.0,no,no,yes
1744,NY,408.0,no,no,yes
1745,MN,415.0,no,no,no
1746,MD,408.0,no,no,no
1747,WV,415.0,no,no,no
1748,OR,415.0,yes,no,no
1749,CO,408.0,no,yes,no
1750,GA,415.0,no,yes,no
1751,TX,510.0,no,no,yes
1752,VT,510.0,no,yes,no
1753,IN,408.0,no,no,yes
