state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,customer_id
OH,163,415.0,no,no,0.0,241.6,102.0,41.07,138.9,100.0,11.81,148.8,,,9.8,6.0,,1.0,no,63579239.0
LA,140,415.0,no,yes,27.0,176.0,141.0,,201.3,143.0,17.11,167.9,93.0,,,5.0,1.92,3.0,no,59609685.0
OH,176,415.0,no,yes,,167.0,93.0,28.39,174.1,128.0,14.8,155.0,124.0,6.98,10.4,,,3.0,no,32452518.0
UT,102,510.0,no,yes,,129.2,,21.96,239.4,,20.35,223.4,66.0,10.05,8.7,4.0,2.35,0.0,no,32847790.0
VA,71,415.0,no,yes,49.0,174.0,,29.58,168.6,85.0,14.33,132.1,120.0,5.94,,4.0,2.11,1.0,no,53093670.0
TX,104,415.0,no,no,,261.2,81.0,,209.1,,17.77,281.1,121.0,12.65,11.3,1.0,3.05,2.0,yes,5611272.0
TN,96,415.0,no,no,0.0,264.6,117.0,44.98,264.1,121.0,22.45,77.1,89.0,3.47,,4.0,2.19,0.0,no,38397964.0
PA,90,408.0,no,no,0.0,160.9,97.0,27.35,136.4,46.0,11.59,209.0,121.0,,9.1,,2.46,2.0,no,29389228.0
CT,106,510.0,no,yes,36.0,124.8,93.0,21.22,241.7,83.0,20.54,219.0,110.0,9.86,11.3,3.0,3.05,1.0,no,29421252.0
DE,148,510.0,no,no,0.0,230.6,92.0,,185.6,97.0,15.78,183.2,79.0,8.24,6.2,4.0,1.67,2.0,no,57047615.0
IN,66,408.0,no,no,0.0,241.7,112.0,41.09,251.6,78.0,21.39,105.0,82.0,,11.3,2.0,3.05,2.0,no,306030362.0
UT,95,408.0,no,yes,,229.1,143.0,38.95,148.2,104.0,,248.4,110.0,11.18,3.9,3.0,1.05,0.0,no,29050671.0
OK,127,408.0,no,no,,212.9,92.0,36.19,260.1,124.0,,177.6,85.0,7.99,8.6,2.0,2.32,2.0,no,57965881.0
NH,79,408.0,no,yes,30.0,,99.0,21.22,207.6,142.0,,,95.0,7.88,4.6,3.0,1.24,1.0,no,25002478.0
MO,83,510.0,no,no,0.0,133.9,,22.76,169.6,,14.42,222.8,114.0,10.03,11.7,,3.16,0.0,no,302063292.0
NV,83,510.0,no,yes,,129.8,87.0,22.07,183.4,110.0,15.59,169.4,40.0,7.62,14.3,6.0,3.86,1.0,no,58288234.0
SC,136,415.0,no,no,0.0,88.5,112.0,15.05,279.5,98.0,23.76,278.0,69.0,12.51,7.5,12.0,2.03,1.0,no,23788953.0
HI,17,408.0,no,no,0.0,,102.0,28.65,297.2,130.0,,244.7,117.0,11.01,8.8,6.0,2.38,3.0,no,24431850.0
DC,165,415.0,yes,no,0.0,81.4,110.0,13.84,263.7,150.0,22.41,219.7,107.0,9.89,12.2,3.0,3.29,1.0,no,1717172.0
OK,149,510.0,no,no,0.0,117.2,99.0,19.92,227.7,74.0,19.35,221.7,141.0,9.98,,7.0,2.43,1.0,no,24940686.0
ME,79,510.0,yes,no,0.0,300.4,113.0,51.07,,93.0,17.92,173.4,121.0,7.8,11.9,3.0,3.21,2.0,yes,16793861.0
AZ,94,415.0,no,no,0.0,195.1,105.0,33.17,272.4,100.0,23.15,142.7,102.0,6.42,,16.0,3.11,1.0,no,22624019.0
MN,93,415.0,no,no,0.0,172.0,80.0,29.24,219.1,76.0,18.62,169.8,108.0,7.64,10.3,3.0,2.78,0.0,no,3156221.0
WY,109,415.0,yes,yes,46.0,165.2,85.0,28.08,136.0,92.0,11.56,184.8,100.0,8.32,11.9,5.0,3.21,1.0,no,9614488.0
WA,106,415.0,no,no,0.0,149.7,114.0,25.45,104.5,72.0,8.88,227.9,87.0,10.26,9.0,2.0,2.43,2.0,no,25575051.0
AL,92,408.0,no,no,0.0,185.8,61.0,31.59,118.1,131.0,10.04,257.5,70.0,11.59,11.8,4.0,3.19,1.0,no,32273914.0
WA,93,415.0,no,no,0.0,,112.0,36.45,261.5,97.0,22.23,280.8,112.0,12.64,14.8,3.0,4.0,0.0,yes,45447547.0
NM,124,408.0,no,no,0.0,,91.0,41.58,125.1,70.0,10.63,303.4,104.0,13.65,12.0,5.0,,0.0,no,32996639.0
MA,117,408.0,no,no,0.0,302.6,83.0,51.44,167.1,106.0,14.2,209.8,79.0,9.44,10.4,7.0,2.81,,yes,7323892.0
ME,163,415.0,no,yes,30.0,195.2,123.0,33.18,126.4,115.0,10.74,221.0,90.0,,9.0,5.0,2.43,5.0,yes,22351324.0
SD,87,510.0,yes,no,0.0,207.8,113.0,35.33,182.2,,15.49,163.4,98.0,7.35,13.0,3.0,3.51,1.0,no,54565064.0
LA,59,415.0,no,no,0.0,119.0,119.0,20.23,134.5,115.0,,298.6,75.0,13.44,9.0,6.0,,2.0,yes,57974156.0
HI,103,415.0,no,no,0.0,,116.0,41.79,135.4,97.0,11.51,190.9,73.0,8.59,9.9,7.0,2.67,1.0,no,14737530.0
FL,101,408.0,no,no,0.0,131.0,148.0,22.27,237.7,126.0,20.2,281.3,111.0,12.66,12.6,4.0,3.4,3.0,no,8530859.0
WI,72,415.0,no,no,,129.8,106.0,22.07,188.7,138.0,,,116.0,9.56,8.3,4.0,2.24,4.0,yes,2104909.0
SD,108,510.0,yes,no,0.0,275.9,84.0,46.9,203.0,91.0,,211.4,108.0,9.51,6.7,4.0,1.81,2.0,yes,2238632.0
NH,80,510.0,no,no,0.0,,124.0,36.26,189.6,86.0,,193.7,107.0,8.72,12.1,2.0,3.27,1.0,no,27497783.0
NJ,117,415.0,no,no,0.0,128.6,92.0,,191.7,61.0,16.29,121.7,117.0,5.48,12.4,9.0,,2.0,no,24637019.0
ND,51,510.0,no,no,0.0,95.3,103.0,,189.3,116.0,16.09,238.7,110.0,10.74,13.6,4.0,3.67,1.0,no,15413123.0
MN,126,415.0,no,no,0.0,152.4,94.0,25.91,166.2,91.0,14.13,199.2,84.0,8.96,10.2,1.0,2.75,1.0,no,56732316.0
VT,149,415.0,no,no,0.0,194.9,108.0,33.13,187.1,102.0,15.9,174.9,168.0,7.87,8.2,4.0,2.21,4.0,no,65380214.0
MA,158,415.0,no,no,0.0,,112.0,36.5,262.9,115.0,22.35,228.9,68.0,10.3,11.6,2.0,3.13,1.0,no,54859392.0
WV,66,415.0,no,no,0.0,180.4,99.0,30.67,135.1,114.0,11.48,206.0,98.0,9.27,9.5,6.0,2.57,1.0,no,69014462.0
MI,82,415.0,no,no,0.0,164.1,84.0,,317.7,109.0,,241.5,87.0,10.87,13.3,4.0,3.59,1.0,no,52102787.0
RI,127,510.0,no,no,0.0,211.1,62.0,35.89,235.2,143.0,19.99,227.5,66.0,10.24,15.6,3.0,,2.0,no,31504384.0
NY,108,415.0,no,yes,19.0,,98.0,53.11,271.4,122.0,23.07,162.6,91.0,7.32,10.1,6.0,2.73,0.0,no,22977276.0
SD,106,408.0,no,yes,27.0,223.3,97.0,37.96,212.5,131.0,,154.6,149.0,6.96,11.6,2.0,3.13,1.0,no,24421174.0
WA,62,415.0,no,no,0.0,166.9,76.0,28.37,223.6,113.0,19.01,,87.0,8.5,,5.0,,1.0,no,38339024.0
KS,48,408.0,no,yes,,192.9,60.0,32.79,179.2,,15.23,185.5,,8.35,18.7,7.0,5.05,0.0,no,59258889.0
NV,58,415.0,no,yes,28.0,236.8,89.0,40.26,,91.0,13.46,212.3,97.0,9.55,,3.0,2.16,2.0,no,50061785.0
DC,138,415.0,no,no,0.0,,99.0,25.45,160.0,97.0,13.6,256.5,161.0,11.54,9.5,5.0,2.57,1.0,no,29519840.0
AR,81,415.0,no,yes,17.0,268.1,94.0,45.58,156.1,124.0,13.27,160.4,,7.22,,5.0,3.67,2.0,no,13545777.0
CO,36,415.0,yes,no,0.0,,119.0,41.65,195.5,91.0,16.62,165.7,87.0,7.46,,7.0,2.11,1.0,no,32323388.0
CA,90,510.0,no,yes,22.0,187.9,121.0,31.94,209.9,101.0,17.84,256.7,102.0,11.55,10.4,5.0,2.81,2.0,no,11283090.0
OK,177,415.0,no,yes,21.0,234.0,108.0,39.78,238.0,61.0,20.23,201.9,125.0,9.09,8.8,4.0,2.38,0.0,no,25680000.0
DC,108,510.0,yes,yes,36.0,153.8,105.0,26.15,246.2,62.0,,150.9,125.0,6.79,11.1,4.0,3.0,1.0,no,51728574.0
VA,25,415.0,yes,no,0.0,,51.0,,225.2,74.0,19.14,197.4,95.0,8.88,12.0,3.0,3.24,0.0,no,2781706.0
FL,133,408.0,no,yes,49.0,229.4,78.0,39.0,219.5,106.0,18.66,172.3,,7.75,12.0,4.0,3.24,3.0,no,32422149.0
GA,90,415.0,no,no,0.0,68.8,124.0,11.7,168.1,106.0,14.29,281.7,96.0,12.68,9.8,5.0,2.65,1.0,no,24449266.0
CT,94,415.0,no,no,0.0,200.2,113.0,34.03,128.9,,,278.9,109.0,12.55,10.4,5.0,2.81,0.0,no,67301119.0
IL,68,415.0,no,no,0.0,134.6,73.0,,206.8,117.0,17.58,138.4,104.0,6.23,9.4,2.0,2.54,2.0,no,28632164.0
WA,171,415.0,no,no,0.0,232.4,101.0,39.51,182.0,80.0,15.47,271.8,133.0,12.23,9.5,3.0,2.57,0.0,no,24819690.0
MN,122,415.0,no,no,,126.0,89.0,21.42,147.0,95.0,12.5,280.2,97.0,12.61,5.6,4.0,1.51,0.0,no,53523734.0
NV,94,510.0,no,no,0.0,175.9,121.0,29.9,222.1,94.0,18.88,191.8,123.0,8.63,10.9,5.0,2.94,1.0,no,50517853.0
UT,25,415.0,yes,no,0.0,,99.0,27.49,216.1,89.0,,176.7,115.0,7.95,12.4,6.0,3.35,1.0,no,34089730.0
MS,120,415.0,no,no,0.0,112.6,80.0,19.14,124.4,86.0,10.57,234.9,88.0,10.57,8.1,3.0,2.19,6.0,yes,4438248.0
OH,107,415.0,no,yes,26.0,234.0,,,223.9,103.0,19.03,246.5,105.0,11.09,13.8,1.0,3.73,1.0,no,65331878.0
WV,78,408.0,no,no,0.0,226.3,88.0,38.47,306.2,81.0,26.03,200.9,120.0,9.04,7.8,,2.11,1.0,yes,22394423.0
UT,93,415.0,no,no,0.0,174.1,127.0,29.6,176.8,73.0,15.03,240.0,111.0,10.8,10.7,3.0,2.89,0.0,no,32016594.0
CT,80,415.0,no,no,,195.6,,33.25,221.5,122.0,18.83,182.0,,8.19,10.8,1.0,2.92,1.0,no,24088940.0
NH,127,415.0,no,no,0.0,200.8,104.0,,181.4,,15.42,89.7,49.0,4.04,9.7,5.0,2.62,0.0,no,38347431.0
DE,82,415.0,yes,yes,41.0,116.9,74.0,19.87,228.2,115.0,,251.4,89.0,11.31,9.9,8.0,2.67,1.0,no,54004676.0
DE,44,415.0,no,no,0.0,225.6,118.0,38.35,,122.0,11.51,,96.0,8.55,12.1,5.0,3.27,1.0,no,6183685.0
CO,69,408.0,no,yes,,272.9,122.0,46.39,188.4,97.0,,132.4,87.0,5.96,10.5,3.0,2.84,2.0,no,29506490.0
FL,89,510.0,no,no,,215.9,106.0,36.7,211.1,89.0,,252.9,106.0,11.38,8.8,4.0,2.38,0.0,no,59108654.0
ID,69,510.0,yes,no,0.0,199.7,121.0,33.95,189.4,92.0,16.1,264.0,120.0,11.88,11.1,4.0,3.0,6.0,yes,36139079.0
DE,64,415.0,no,yes,31.0,,121.0,47.92,240.6,104.0,,212.2,120.0,9.55,7.0,5.0,1.89,3.0,no,36116143.0
PA,167,415.0,yes,no,0.0,181.2,,30.8,262.5,,22.31,214.0,88.0,9.63,8.4,4.0,2.27,0.0,no,13837737.0
NJ,139,415.0,no,no,,63.3,116.0,10.76,177.3,113.0,,171.6,82.0,7.72,14.2,4.0,3.83,1.0,no,31776834.0
DC,41,510.0,no,,0.0,208.0,83.0,35.36,199.4,110.0,16.95,173.5,,7.81,14.9,3.0,4.02,1.0,no,8916066.0
MO,104,510.0,no,no,0.0,189.3,73.0,32.18,156.2,120.0,13.28,232.2,76.0,10.45,7.5,8.0,2.03,3.0,no,27923085.0
WA,166,510.0,no,no,0.0,156.8,100.0,,171.5,93.0,14.58,149.1,97.0,6.71,11.2,10.0,3.02,1.0,yes,25695875.0
AK,68,415.0,no,no,0.0,172.3,135.0,29.29,190.2,93.0,16.17,297.6,84.0,13.39,10.4,2.0,2.81,1.0,no,57905580.0
OK,78,510.0,no,no,,140.0,,,216.8,73.0,18.43,224.5,102.0,10.1,9.0,,2.43,2.0,no,304549462.0
RI,60,415.0,no,no,0.0,,94.0,37.57,308.2,,26.2,233.2,94.0,10.49,,,2.73,1.0,yes,67532606.0
OH,184,415.0,no,no,0.0,167.2,133.0,28.42,162.1,,13.78,156.9,81.0,7.06,9.5,4.0,2.57,1.0,no,28028462.0
MS,171,510.0,yes,no,0.0,191.6,83.0,32.57,181.1,103.0,15.39,195.3,73.0,8.79,8.6,3.0,2.32,3.0,no,65380198.0
AZ,68,408.0,no,no,0.0,172.5,115.0,29.33,221.9,126.0,18.86,170.9,98.0,,6.8,8.0,1.84,4.0,no,27704964.0
VA,88,415.0,no,no,0.0,294.3,,50.03,172.1,104.0,14.63,177.3,105.0,7.98,5.8,7.0,1.57,2.0,yes,52894201.0
AL,130,408.0,no,no,0.0,289.1,79.0,49.15,150.1,106.0,12.76,163.4,98.0,7.35,,4.0,3.65,1.0,no,31843964.0
IL,156,415.0,no,no,0.0,162.6,113.0,27.64,260.2,90.0,22.12,214.7,93.0,9.66,10.9,2.0,2.94,0.0,no,33675653.0
MS,92,510.0,no,yes,27.0,233.6,126.0,39.71,152.9,94.0,13.0,262.1,95.0,11.79,12.8,4.0,3.46,1.0,no,6425409.0
MN,151,415.0,no,yes,31.0,240.7,102.0,40.92,106.5,96.0,,195.7,128.0,8.81,10.6,2.0,2.86,2.0,no,24399586.0
OK,78,415.0,no,no,0.0,290.5,119.0,49.39,158.4,75.0,13.46,255.6,101.0,11.5,8.6,6.0,2.32,2.0,yes,29332707.0
TN,102,415.0,no,no,0.0,183.2,,31.14,187.5,113.0,,232.3,77.0,10.45,9.2,5.0,2.48,1.0,yes,58267907.0
WV,131,408.0,no,no,0.0,155.6,78.0,26.45,165.2,134.0,14.04,184.1,89.0,8.28,8.7,,,2.0,no,10943918.0
TN,127,415.0,yes,no,0.0,220.7,100.0,37.52,170.2,89.0,,278.4,73.0,12.53,15.0,4.0,4.05,3.0,yes,4328183.0
FL,100,415.0,no,no,0.0,303.0,93.0,51.51,175.6,89.0,14.93,135.2,102.0,6.08,10.4,5.0,,1.0,yes,68462274.0
NH,94,415.0,no,no,0.0,114.4,115.0,19.45,183.9,79.0,,205.2,78.0,9.23,5.9,2.0,1.59,3.0,no,38951497.0
NY,81,408.0,no,yes,36.0,164.8,106.0,,210.2,138.0,17.87,173.6,78.0,7.81,,2.0,1.16,2.0,no,11836699.0
OH,160,415.0,no,no,0.0,237.1,,40.31,238.4,127.0,20.26,181.3,100.0,8.16,10.7,8.0,2.89,2.0,no,57655359.0
NE,100,415.0,no,no,0.0,,106.0,37.45,126.1,124.0,10.72,242.0,67.0,10.89,10.2,1.0,2.75,3.0,no,25675505.0
WV,78,510.0,no,yes,26.0,189.0,98.0,32.13,191.7,67.0,16.29,217.0,68.0,9.76,11.3,3.0,3.05,0.0,no,38228987.0
NV,139,510.0,yes,no,0.0,172.6,92.0,29.34,281.7,,23.94,253.4,117.0,11.4,10.5,3.0,2.84,3.0,no,25022997.0
CT,88,415.0,no,no,0.0,168.8,141.0,28.7,211.5,129.0,17.98,86.9,92.0,3.91,10.5,,2.84,3.0,no,32456881.0
KS,152,408.0,no,yes,39.0,,137.0,41.33,236.7,103.0,20.12,191.2,118.0,8.6,9.9,3.0,2.67,1.0,no,52083441.0
VA,144,415.0,no,no,0.0,,,,171.3,,14.56,169.9,83.0,7.65,7.4,4.0,2.0,0.0,no,311696017.0
ID,45,510.0,yes,yes,40.0,179.0,114.0,30.43,272.6,99.0,,67.1,80.0,3.02,10.8,3.0,2.92,3.0,no,54303367.0
NH,127,415.0,yes,no,0.0,324.3,,55.13,141.6,90.0,12.04,207.6,90.0,9.34,12.8,7.0,3.46,1.0,yes,59751172.0
ND,102,510.0,no,no,0.0,,85.0,11.85,,107.0,19.25,128.5,104.0,5.78,11.1,2.0,3.0,2.0,no,14545974.0
AR,49,408.0,yes,yes,32.0,176.9,,30.07,227.0,121.0,19.3,204.4,115.0,9.2,15.1,3.0,4.08,3.0,yes,54109558.0
MA,36,415.0,no,no,0.0,140.4,117.0,23.87,204.5,121.0,17.38,251.3,,11.31,8.7,,2.35,2.0,no,23992886.0
WI,13,510.0,no,no,0.0,167.4,117.0,28.46,,102.0,19.0,215.8,108.0,9.71,9.0,3.0,2.43,1.0,no,22410708.0
AL,151,408.0,no,yes,27.0,166.4,112.0,28.29,,,19.92,161.1,95.0,7.25,,,1.49,0.0,no,53443677.0
WV,111,408.0,no,no,0.0,,108.0,29.16,204.4,106.0,,238.8,90.0,10.75,10.7,4.0,2.89,3.0,no,30119952.0
CO,135,415.0,yes,no,0.0,177.2,151.0,30.12,209.3,83.0,17.79,236.3,,10.63,11.1,5.0,3.0,2.0,no,59574442.0
VA,114,415.0,no,yes,34.0,114.5,64.0,19.47,229.3,84.0,19.49,288.8,68.0,13.0,10.4,16.0,2.81,0.0,no,54341003.0
NH,122,415.0,no,yes,34.0,205.1,123.0,34.87,203.3,123.0,17.28,126.7,106.0,5.7,10.7,,2.89,2.0,no,24899684.0
TN,89,415.0,no,no,0.0,208.4,112.0,35.43,189.5,116.0,16.11,264.4,101.0,11.9,,1.0,4.54,0.0,yes,37675451.0
UT,96,415.0,no,no,0.0,125.8,102.0,21.39,,111.0,20.77,,90.0,7.55,,2.0,2.43,2.0,no,50062082.0
MA,106,408.0,no,no,0.0,,97.0,31.65,,89.0,21.9,164.3,106.0,7.39,11.0,4.0,,2.0,no,40738601.0
KY,122,415.0,no,no,,128.9,136.0,21.91,244.4,133.0,20.77,148.7,133.0,6.69,10.7,5.0,2.89,0.0,no,24947061.0
WY,87,415.0,no,yes,16.0,,,43.76,232.0,101.0,19.72,143.2,,6.44,14.7,2.0,3.97,1.0,no,27139807.0
DE,145,415.0,no,no,0.0,,113.0,32.18,203.7,92.0,17.31,218.3,103.0,9.82,14.2,3.0,3.83,5.0,no,27792506.0
MI,136,415.0,no,yes,24.0,50.1,134.0,8.52,,89.0,25.14,,115.0,5.03,11.0,6.0,2.97,0.0,no,50056993.0
WY,111,408.0,no,no,0.0,165.5,72.0,28.14,228.9,73.0,19.46,169.7,103.0,7.64,9.7,6.0,2.62,2.0,no,24444143.0
MN,167,415.0,yes,no,0.0,143.7,108.0,24.43,75.6,111.0,6.43,217.9,,9.81,,4.0,2.67,0.0,no,57273419.0
WY,88,408.0,no,no,0.0,166.4,,28.29,186.7,118.0,15.87,251.6,89.0,11.32,14.5,4.0,3.92,0.0,no,32370108.0
NY,131,415.0,no,no,0.0,264.2,118.0,44.91,180.0,89.0,15.3,223.9,104.0,10.08,,1.0,2.89,2.0,no,23970569.0
NH,90,408.0,no,no,,,,32.66,269.3,125.0,22.89,259.6,97.0,11.68,11.7,4.0,3.16,2.0,no,14536841.0
DE,95,415.0,no,no,0.0,145.4,,24.72,334.1,109.0,28.4,209.8,72.0,9.44,8.8,,2.38,1.0,no,32278921.0
NJ,42,408.0,no,yes,16.0,,,40.94,212.6,121.0,18.07,271.7,138.0,12.23,9.4,4.0,2.54,1.0,no,55478028.0
IA,69,510.0,no,no,0.0,,98.0,29.02,111.6,109.0,9.49,171.5,107.0,7.72,4.8,7.0,1.3,3.0,no,54637418.0
OR,99,408.0,no,no,0.0,221.0,118.0,37.57,138.8,104.0,11.8,198.6,96.0,8.94,12.1,4.0,3.27,0.0,no,9319245.0
PA,72,415.0,no,no,0.0,180.0,109.0,30.6,292.7,96.0,24.88,194.9,114.0,8.77,10.8,4.0,2.92,0.0,no,27165570.0
MI,88,415.0,no,yes,14.0,298.8,92.0,50.8,207.3,86.0,17.62,257.9,65.0,11.61,11.9,4.0,3.21,5.0,no,31458094.0
FL,113,415.0,no,no,0.0,317.1,,53.91,224.8,70.0,19.11,215.1,90.0,9.68,13.6,2.0,3.67,1.0,yes,58414913.0
PA,142,408.0,yes,yes,23.0,102.2,103.0,17.37,229.7,,19.52,176.3,100.0,7.93,9.0,4.0,2.43,1.0,no,22666937.0
WV,3,408.0,no,no,0.0,182.9,87.0,31.09,172.1,103.0,14.63,233.1,89.0,10.49,12.1,3.0,3.27,4.0,no,17942244.0
NE,23,415.0,no,no,0.0,155.6,122.0,26.45,223.8,82.0,,50.9,130.0,2.29,10.6,3.0,,4.0,yes,53610812.0
WI,75,415.0,no,no,0.0,184.8,126.0,31.42,198.6,,16.88,103.0,90.0,4.64,8.3,3.0,2.24,1.0,no,25182270.0
FL,151,415.0,no,no,0.0,175.7,,29.87,152.3,,12.95,140.0,88.0,6.3,10.7,10.0,2.89,1.0,no,55466346.0
TX,91,415.0,no,no,0.0,251.5,57.0,,179.1,113.0,15.22,163.2,72.0,7.34,6.6,3.0,1.78,1.0,no,17415225.0
MS,78,510.0,no,no,0.0,131.6,102.0,22.37,290.4,134.0,24.68,190.5,95.0,8.57,0.0,0.0,0.0,3.0,no,25135880.0
FL,98,408.0,no,no,0.0,92.3,,15.69,250.1,89.0,21.26,211.9,110.0,9.54,,16.0,2.92,3.0,no,3687464.0
WV,166,408.0,no,yes,41.0,196.7,109.0,33.44,124.3,107.0,10.57,198.3,94.0,8.92,11.0,5.0,2.97,5.0,yes,58148701.0
SC,78,415.0,no,no,,131.4,98.0,22.34,189.9,,16.14,147.4,83.0,6.63,11.2,2.0,3.02,2.0,no,31700263.0
GA,69,408.0,no,no,0.0,215.9,122.0,36.7,270.3,114.0,22.98,301.8,129.0,13.58,6.1,5.0,1.65,4.0,yes,303989776.0
GA,122,408.0,no,no,0.0,158.2,95.0,26.89,178.5,113.0,15.17,154.3,76.0,6.94,8.5,,2.3,2.0,no,24137234.0
MT,138,415.0,no,no,0.0,216.0,106.0,,207.6,110.0,17.65,180.0,102.0,8.1,11.2,4.0,3.02,0.0,no,25556895.0
HI,19,510.0,no,yes,34.0,206.4,,35.09,,118.0,,156.7,81.0,,,10.0,3.19,3.0,no,25287467.0
HI,141,510.0,no,no,0.0,,94.0,23.49,,84.0,14.99,182.9,110.0,8.23,11.1,6.0,3.0,3.0,no,52647518.0
MA,79,408.0,no,yes,27.0,192.3,,,147.3,108.0,12.52,215.0,97.0,9.67,7.8,4.0,2.11,1.0,no,69838993.0
NH,171,415.0,no,no,,262.1,78.0,44.56,171.6,113.0,,208.7,100.0,9.39,5.3,3.0,1.43,0.0,no,10283034.0
AL,51,415.0,no,no,0.0,41.2,106.0,7.0,210.6,,17.9,220.1,115.0,9.9,12.4,3.0,3.35,0.0,no,2701910.0
AZ,114,510.0,no,no,,,119.0,55.44,161.0,105.0,,220.1,129.0,,11.0,3.0,2.97,1.0,yes,38307559.0
NC,98,510.0,no,no,0.0,167.0,,28.39,125.1,65.0,10.63,262.5,100.0,,8.9,2.0,2.4,1.0,no,33415829.0
MT,94,510.0,no,no,0.0,210.2,95.0,35.73,,87.0,16.25,150.8,111.0,6.79,,3.0,2.54,2.0,no,3568235.0
NV,100,415.0,no,yes,39.0,204.9,74.0,34.83,210.2,80.0,17.87,168.8,89.0,7.6,11.2,4.0,,2.0,no,25783945.0
SC,125,510.0,no,no,0.0,184.1,105.0,31.3,126.7,123.0,10.77,241.5,94.0,10.87,4.7,6.0,1.27,1.0,no,802793.0
VA,81,510.0,no,no,,263.8,,44.85,162.8,107.0,13.84,149.7,94.0,6.74,8.7,6.0,2.35,2.0,no,314404104.0
AR,154,408.0,no,no,0.0,283.6,115.0,48.21,181.3,103.0,,306.1,60.0,13.77,,5.0,2.38,0.0,yes,59096214.0
DC,91,408.0,no,no,,,77.0,28.48,175.2,113.0,14.89,233.5,85.0,10.51,16.1,5.0,4.35,2.0,no,25596529.0
RI,94,415.0,no,no,0.0,142.3,50.0,24.19,231.5,142.0,19.68,205.6,79.0,9.25,5.5,3.0,1.49,1.0,no,7086275.0
WV,57,415.0,no,no,0.0,167.1,103.0,28.41,188.4,112.0,,111.4,74.0,5.01,9.1,2.0,2.46,1.0,no,37527496.0
ME,140,510.0,no,no,,148.3,86.0,25.21,184.2,151.0,15.66,179.1,83.0,8.06,10.9,4.0,2.94,0.0,no,25068438.0
AL,64,510.0,no,no,0.0,297.8,,50.63,196.0,89.0,16.66,213.7,107.0,9.62,12.0,2.0,3.24,1.0,yes,22589675.0
NC,52,408.0,yes,no,0.0,144.5,60.0,,296.5,129.0,25.2,,117.0,8.74,12.4,3.0,3.35,1.0,no,24356495.0
MT,117,415.0,no,no,,233.4,71.0,39.68,296.4,76.0,25.19,276.9,103.0,12.46,10.3,1.0,2.78,0.0,yes,27257963.0
TN,119,415.0,no,no,,130.5,98.0,,249.5,,21.21,219.9,117.0,9.9,12.7,1.0,3.43,3.0,no,32001554.0
LA,85,510.0,no,no,0.0,133.3,107.0,22.66,185.0,101.0,15.73,289.0,99.0,13.01,9.1,4.0,2.46,3.0,no,24540320.0
SC,92,510.0,no,no,0.0,183.7,103.0,31.23,270.6,97.0,23.0,132.9,104.0,5.98,11.2,2.0,3.02,0.0,no,312998768.0
IN,116,415.0,no,no,0.0,271.0,114.0,46.07,,71.0,,193.5,109.0,8.71,13.7,,3.7,5.0,yes,50938190.0
IA,163,510.0,no,no,0.0,122.5,,20.83,221.4,92.0,18.82,187.5,,,10.4,6.0,2.81,0.0,no,6818926.0
NJ,88,510.0,no,no,,143.3,97.0,24.36,170.7,81.0,14.51,195.3,89.0,8.79,11.4,5.0,,2.0,no,54903356.0
AK,83,415.0,no,no,0.0,182.5,85.0,31.03,181.5,114.0,,199.1,110.0,8.96,14.7,6.0,3.97,1.0,no,593111.0
GA,117,510.0,no,no,0.0,110.4,122.0,18.77,242.9,103.0,20.65,170.4,75.0,7.67,13.9,5.0,3.75,1.0,no,1496512.0
LA,90,408.0,no,no,0.0,140.8,,23.94,303.0,114.0,,267.4,112.0,12.03,14.1,1.0,3.81,0.0,no,22415970.0
MI,137,415.0,no,no,0.0,137.5,102.0,23.38,176.0,98.0,14.96,210.6,88.0,9.48,10.4,6.0,2.81,0.0,no,52207735.0
FL,112,415.0,no,no,0.0,115.9,81.0,19.7,199.7,100.0,16.97,249.3,111.0,11.22,10.0,4.0,2.7,1.0,no,34104679.0
UT,52,408.0,no,no,0.0,,108.0,48.99,129.6,136.0,11.02,229.6,73.0,10.33,9.6,5.0,2.59,4.0,no,309939429.0
MT,173,510.0,no,yes,20.0,60.2,100.0,10.23,118.1,76.0,,230.1,131.0,10.35,13.3,4.0,3.59,1.0,no,28538312.0
OR,3,510.0,no,no,0.0,125.5,100.0,21.34,266.2,78.0,22.63,270.4,119.0,12.17,5.9,6.0,1.59,3.0,yes,28638369.0
AL,120,415.0,no,yes,27.0,,142.0,,262.8,103.0,22.34,239.9,81.0,10.8,11.1,2.0,3.0,1.0,no,316760891.0
AR,132,415.0,no,no,0.0,99.0,,16.83,189.4,76.0,,156.3,108.0,7.03,,3.0,2.27,1.0,no,51338788.0
MD,101,408.0,no,no,0.0,155.4,71.0,,84.0,122.0,7.14,229.1,97.0,10.31,5.8,1.0,1.57,1.0,no,8991556.0
ND,58,408.0,no,no,0.0,177.4,107.0,30.16,204.7,104.0,17.4,141.9,123.0,6.39,15.0,9.0,4.05,3.0,no,25279555.0
NH,74,510.0,no,no,0.0,233.6,72.0,39.71,,,,276.3,71.0,12.43,6.3,2.0,,2.0,no,29541810.0
