,account_length,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,state,area_code,international_plan,voice_mail_plan,churn
4044,101.0,36.0,123.7,125.0,21.03,172.6,106.0,14.67,280.5,127.0,12.62,8.8,4.0,2.38,1.0,ND,415.0,no,yes,yes
4045,112.0,0.0,206.2,122.0,35.05,164.5,94.0,15.420000000000002,140.3,101.0,6.31,12.6,7.0,3.4,3.0,OR,510.0,no,no,no
4046,56.0,0.0,164.3,92.0,27.93,233.7,107.0,19.86,187.3,104.0,8.43,11.8,1.0,3.19,2.0,ND,510.0,no,no,no
4047,53.0,0.0,228.6,117.0,38.86,132.8,123.0,11.29,227.2,124.0,10.22,10.1,2.0,2.73,9.0,NJ,408.0,no,no,yes
4048,64.0,16.4,200.4,80.0,34.07,131.1,84.0,11.14,230.7,67.0,10.38,7.6,5.0,2.05,1.0,WV,415.0,no,yes,no
4049,123.0,0.0,154.3,107.0,26.23,183.0,110.6,15.66,54.0,134.0,2.43,8.68,8.0,2.94,0.0,VA,408.0,no,no,no
4050,68.0,30.0,122.9,93.0,20.89,233.5,91.0,19.85,199.5,144.0,8.98,9.6,2.0,2.59,2.0,ID,510.0,no,yes,no
4051,40.0,0.0,220.8,116.0,37.54,265.7,99.4,22.58,212.8,94.0,9.58,6.4,3.0,1.73,0.0,CT,510.0,yes,no,no
4052,132.0,0.0,214.6,78.0,36.48,251.7,98.0,21.39,240.8,88.0,10.84,13.9,2.0,3.75,0.0,NM,408.0,no,no,no
4053,120.0,0.0,202.0,123.0,34.34,184.3,78.0,15.67,176.0,89.0,7.894,9.22,2.0,2.0,2.0,CT,408.0,yes,no,yes
4054,108.0,32.0,209.5,108.0,35.62,109.6,64.0,9.32,189.7,145.0,8.54,9.1,6.0,2.46,6.0,MI,408.0,no,yes,yes
4055,161.0,7.4,297.9,141.0,50.64,238.1,107.0,20.24,240.5,93.0,10.714,8.9,5.0,2.4,1.0,SC,510.0,no,no,yes
4056,130.0,0.0,212.8,102.0,36.18,189.8,137.0,16.122000000000003,170.1,105.0,7.65,10.6,4.0,2.86,0.0,SC,415.0,no,no,yes
4057,122.0,0.0,145.6,102.0,24.75,284.7,111.0,20.412,228.2,91.0,10.27,12.2,5.0,3.29,0.0,NY,510.0,no,no,no
4058,130.0,9.2,152.9,87.0,25.99,213.2,86.4,17.628,205.3,114.0,9.24,10.8,6.0,2.92,2.0,MT,408.0,no,yes,no
4059,90.0,0.0,125.4,158.0,21.32,269.1,83.0,22.87,238.6,103.0,10.74,11.0,7.0,2.97,1.0,WY,510.0,no,no,no
4060,139.0,25.0,138.3,96.0,23.51,129.22,79.0,6.85,163.7,83.0,7.37,8.3,8.0,2.24,0.0,NE,415.0,no,yes,no
4061,57.0,0.0,189.3,157.0,32.18,174.9,88.0,14.87,221.9,117.0,9.99,11.2,5.0,3.02,3.0,IN,415.0,no,no,no
4062,128.0,0.0,200.36,86.0,33.88,194.8,102.0,16.56,298.2,82.0,13.42,14.3,2.0,3.86,4.0,CO,510.0,no,no,no
4063,127.0,0.0,247.5,99.0,42.08,108.5,118.0,11.78,232.0,72.0,9.336,10.6,3.0,2.86,2.0,WY,510.0,yes,no,no
4064,107.0,0.0,288.82,71.0,50.13,192.8,78.0,16.024,148.1,87.0,6.66,12.419999999999998,5.0,3.56,1.0,MD,415.0,no,no,yes
4065,177.0,0.0,175.4,99.0,29.82,155.3,90.8,13.2,179.4,86.0,8.07,11.5,3.0,3.11,1.0,OK,408.0,no,no,no
4066,121.0,0.0,179.4,97.8,30.5,143.0,93.0,12.16,116.3,113.0,5.23,11.2,5.0,3.02,1.0,SD,415.0,no,no,no
4067,99.0,15.6,153.06,94.0,21.56,293.6,115.0,24.96,174.1,91.0,7.83,8.4,4.0,2.6000000000000005,0.0,SC,510.0,yes,yes,no
4068,126.0,0.0,239.7,87.0,40.75,281.7,92.0,23.94,183.5,113.0,8.26,11.4,1.0,3.08,1.0,NY,415.0,yes,no,yes
4069,77.0,33.0,143.0,101.0,24.31,199.14,102.0,18.04,104.9,120.0,4.72,15.3,4.0,4.13,5.0,NY,415.0,no,yes,yes
4070,21.0,0.0,91.9,109.0,15.62,198.4,111.0,16.86,171.7,125.0,7.73,9.64,7.0,3.51,2.0,WV,415.0,no,no,no
4071,56.0,0.0,210.4,80.0,35.77,176.6,96.0,15.01,149.7,56.0,6.74,15.5,4.0,4.19,1.0,WA,408.0,no,no,no
4072,92.0,29.0,201.3,117.8,34.22,203.7,115.0,17.31,129.9,113.0,5.85,6.4,6.0,1.73,1.0,ID,415.0,no,yes,yes
4073,81.0,0.0,145.6,59.0,24.75,287.9,131.0,24.47,181.7,121.0,8.18,9.2,4.0,2.48,2.0,MN,510.0,no,no,no
4074,139.0,31.0,203.5,82.0,34.6,200.3,72.0,16.128,214.0,112.0,9.63,13.4,6.0,3.62,1.0,TX,510.0,yes,yes,yes
4075,68.0,0.0,178.28,76.0,39.51,153.3,110.8,13.03,214.6,107.0,9.66,10.5,2.0,2.84,1.0,AZ,415.0,no,no,no
4076,183.0,9.0,86.5,119.0,26.590000000000003,285.2,97.0,24.24,180.4,133.0,8.12,8.7,2.0,2.35,2.0,DE,415.0,no,yes,no
4077,90.0,0.0,109.9,102.0,18.68,220.8,114.0,18.77,104.0,133.0,4.68,10.9,5.8,2.94,0.0,CO,408.0,no,no,no
4078,165.0,0.0,158.45999999999998,88.0,26.52,276.1,94.6,23.47,175.9,94.0,7.92,9.3,5.0,2.51,1.0,WI,408.0,no,no,no
4079,89.0,0.0,326.3,112.0,55.47,165.1,110.0,14.03,162.9,97.0,7.33,7.5,1.0,2.03,1.0,WI,415.0,no,no,yes
4080,59.0,0.0,195.0,58.0,33.15,188.38,88.0,16.87,304.3,110.0,13.69,14.8,9.0,4.0,0.0,NJ,510.0,no,no,no
4081,16.0,0.0,146.16,91.0,18.7,147.3,75.0,12.384,190.5,73.0,8.57,6.4,7.0,1.73,0.0,IL,415.0,yes,no,no
4082,114.0,0.0,147.1,119.0,25.136000000000003,161.0,111.0,13.69,275.9,106.0,12.42,9.0,3.0,2.43,5.0,DC,415.0,no,no,yes
4083,113.0,0.0,156.0,141.0,26.52,256.8,72.0,21.83,175.3,123.0,7.89,11.9,5.0,3.21,2.0,IA,510.0,no,no,no
4084,120.0,0.0,98.2,108.4,16.69,186.7,85.0,15.87,146.7,96.0,6.6,9.3,4.8,2.728,2.0,GA,408.0,no,no,no
4085,115.0,0.0,210.6,120.0,35.8,153.1,84.0,13.01,262.2,79.0,11.174,11.0,5.0,2.97,0.0,AK,415.0,no,no,no
4086,37.0,0.0,239.9,120.0,40.78,261.6,88.0,22.24,207.1,92.8,9.32,8.9,4.0,2.4,2.0,CA,510.0,no,no,yes
4087,100.0,0.0,159.9,94.0,27.18,179.9,95.0,15.29,154.4,102.0,6.95,11.6,2.0,3.13,2.0,MN,415.0,yes,no,yes
4088,132.0,0.0,186.84,76.6,33.63,133.9,119.0,11.356,177.3,94.0,7.98,10.9,3.0,2.94,4.0,CO,415.0,no,no,yes
4089,38.0,36.0,115.4,98.0,19.62,166.2,83.0,14.13,184.7,79.0,8.31,15.2,6.0,4.1,2.0,KY,408.0,no,yes,no
4090,1.0,0.0,123.8,113.0,23.024,236.2,77.0,20.08,73.2,81.0,3.29,3.7,2.0,1.0,0.0,SC,408.0,no,no,no
4091,97.0,15.0,119.66,97.0,19.99,196.3,126.0,16.69,157.4,113.0,7.08,6.4,3.0,1.73,1.0,MT,415.0,no,yes,no
4092,55.0,28.0,110.84,82.0,17.9,197.4,109.0,15.826000000000002,187.5,91.0,8.44,8.6,6.0,2.32,2.0,KY,415.0,no,yes,no
4093,75.0,0.0,111.7,121.0,27.351999999999997,237.3,119.0,18.28,253.5,110.0,11.41,13.1,6.0,3.54,1.0,WV,415.0,no,no,no
4094,83.0,0.0,159.3,104.0,27.08,210.84,98.0,17.2,229.0,73.0,10.31,11.48,3.0,2.57,2.0,ID,415.0,no,no,no
4095,40.0,0.0,81.7,123.0,13.89,210.2,112.4,17.87,212.0,64.0,9.54,11.3,3.0,3.05,6.0,MN,510.0,no,no,yes
4096,101.0,21.0,218.84,88.0,40.46,224.16,84.0,17.146,233.0,117.0,10.49,10.0,5.0,2.7,2.0,MA,415.0,no,yes,no
4097,120.0,40.0,128.1,99.0,21.78,247.7,96.4,18.65,199.7,121.0,8.99,15.6,3.0,4.21,0.0,MD,415.0,no,yes,no
4098,183.0,31.0,171.2,104.0,29.1,193.6,74.0,16.46,196.5,85.0,8.84,10.26,4.0,2.75,1.0,SD,415.0,no,yes,no
4099,75.0,0.0,109.0,88.0,18.53,259.3,120.0,18.962,182.1,119.0,8.19,13.3,3.0,3.59,4.0,PA,510.0,no,no,yes
4100,80.0,0.0,220.0,114.0,37.4,207.7,90.2,17.65,168.4,137.0,7.58,12.1,3.0,3.27,2.0,KY,415.0,no,no,no
4101,88.0,0.0,55.6,65.0,9.45,242.7,121.0,20.63,191.54,134.0,7.93,11.3,4.0,3.1260000000000003,0.0,ID,415.0,no,no,no
4102,112.0,23.0,286.6,79.0,48.72,315.3,102.0,26.8,193.9,101.0,8.73,10.3,6.0,2.78,1.0,NY,415.0,no,yes,no
4103,63.0,0.0,208.88,96.0,35.29,229.0,112.0,19.47,184.18,131.0,7.32,13.3,2.0,3.59,1.0,NM,510.0,no,no,no
4104,105.0,31.0,109.6,108.0,18.63,249.3,119.0,21.19,321.2,101.0,14.45,8.3,4.0,2.24,4.0,CA,415.0,no,yes,yes
4105,92.0,5.8,197.2,113.0,33.52,242.3,116.0,20.6,192.0,76.0,8.478,11.0,4.0,2.97,2.0,ID,415.0,no,no,no
4106,177.0,15.6,177.82,120.0,29.024,168.6,90.0,14.64,198.9,110.0,8.95,14.6,4.0,3.94,1.0,WY,415.0,no,no,no
4107,118.0,0.0,195.28,115.0,34.88,184.8,137.0,15.834,175.16000000000005,102.4,7.92,7.0,6.0,1.89,0.0,NM,510.0,no,no,no
4108,111.0,13.0,193.1,104.0,31.95800000000001,111.6,98.0,9.49,227.4,96.0,10.23,12.1,4.0,3.27,1.0,HI,408.0,no,yes,no
4109,82.0,34.0,232.6,121.0,39.54,153.2,115.0,13.02,286.7,77.0,12.9,8.74,3.0,1.27,3.0,ID,510.0,no,yes,no
4110,74.0,0.0,102.7,89.0,19.174,149.3,100.0,13.132,188.1,108.8,8.46,11.0,5.0,2.97,0.0,NC,415.0,no,no,no
4111,121.0,6.2,214.5,70.0,44.73,279.3,118.0,23.74,127.1,143.0,5.72,9.7,4.0,2.62,5.0,TX,415.0,no,yes,no
4112,131.0,0.0,197.0,79.0,33.49,217.96,114.0,17.09,151.2,111.0,6.8,11.6,5.0,2.986,1.0,GA,408.0,no,no,no
4113,125.0,0.0,169.3,90.0,28.78,156.0,96.6,13.26,210.8,106.0,9.49,11.6,3.8,3.13,2.0,AL,408.0,no,no,no
4114,19.0,0.0,201.5,123.0,34.26,129.2,110.0,10.98,220.6,98.0,9.93,12.9,4.0,3.024,1.0,ME,415.0,no,no,no
4115,138.0,0.0,251.0,119.0,42.67,91.2,96.0,9.618,142.2,104.4,6.4,13.8,3.0,3.73,3.0,VA,415.0,no,no,no
4116,119.0,0.0,230.4,117.0,39.17,225.0,101.0,18.898,198.5,111.0,8.93,7.6,6.0,2.05,3.0,ID,415.0,no,no,no
4117,137.0,0.0,109.8,120.0,18.67,230.5,86.0,19.59,255.8,103.0,11.51,12.8,6.0,3.21,1.0,NY,510.0,no,no,no
4118,182.0,0.0,279.5,118.0,47.52,203.2,113.0,17.27,174.2,101.0,7.84,12.26,4.0,2.89,2.0,NC,415.0,no,no,yes
4119,135.0,0.0,173.4,100.8,29.48,222.0,84.0,18.088,137.98000000000002,100.2,2.89,13.7,6.0,3.7,1.0,OH,415.0,no,no,no
4120,134.0,38.0,214.4,93.0,36.45,211.7,57.0,17.99,165.0,79.0,7.43,10.0,8.0,2.7,1.0,HI,415.0,no,yes,no
4121,45.0,0.0,96.1,103.0,16.34,246.8,134.0,20.124,229.7,92.0,10.34,9.7,3.6,2.62,1.0,DC,415.0,no,no,no
4122,129.0,0.0,121.28,122.6,17.24,249.1,116.0,21.17,157.6,107.0,7.09,7.1,6.0,1.92,1.0,TN,408.0,no,no,no
4123,142.0,0.0,232.5,74.0,39.53,181.8,142.0,15.45,203.1,86.0,9.14,10.4,6.0,2.664,4.0,VT,415.0,no,no,no
4124,130.0,45.0,174.5,102.0,29.67,217.5,95.0,18.49,220.3,67.0,9.91,12.2,2.0,3.29,1.0,MD,415.0,no,yes,no
4125,163.0,23.0,224.0,126.0,38.08,233.5,89.0,19.308,293.9,104.0,11.346,8.8,4.0,2.38,1.0,LA,408.0,no,yes,no
4126,105.0,0.0,211.1,99.0,35.89,176.7,66.0,15.02,221.5,96.0,9.97,14.7,7.0,3.97,4.0,HI,415.0,no,no,no
4127,119.0,0.0,109.2,96.0,18.56,153.1,80.0,13.01,240.0,102.0,10.8,9.8,5.0,2.65,2.0,FL,415.0,no,no,no
4128,78.0,0.0,220.0,95.0,32.93599999999999,179.9,121.0,15.29,188.2,109.0,8.47,11.14,5.0,3.11,0.0,WY,408.0,no,no,no
4129,92.0,0.0,181.4,98.0,30.84,164.5,98.0,13.98,171.0,110.0,7.69,10.9,4.0,2.94,2.0,NE,415.0,no,no,no
4130,146.0,10.0,180.7,82.0,32.416000000000004,173.7,90.0,14.76,231.5,89.0,10.42,10.1,4.0,2.73,2.0,WY,415.0,no,yes,no
4131,125.0,32.0,96.5,109.0,16.41,145.8,109.0,13.776,174.4,105.8,7.85,9.4,2.0,2.54,1.0,OR,408.0,no,yes,no
4132,88.0,0.0,183.5,93.0,31.2,170.5,80.0,14.49,193.8,88.0,8.72,8.3,5.0,2.24,3.0,IN,415.0,no,no,no
4133,83.0,38.0,135.49999999999997,90.0,26.564,140.4,94.0,11.93,253.6,79.0,11.41,10.5,2.0,2.84,0.0,MD,408.0,no,yes,no
4134,3.0,0.0,161.0,96.0,27.37,244.9,82.0,19.83,180.8,103.0,8.14,7.7,6.0,2.08,1.0,TN,510.0,yes,no,no
4135,152.0,41.0,146.8,128.0,24.96,285.6,99.6,24.28,213.6,89.4,9.61,4.3,2.0,1.16,1.0,WV,510.0,yes,yes,yes
4136,48.0,0.0,149.2,146.0,25.36,182.66,109.0,13.76,197.9,109.0,8.91,8.3,2.0,2.24,3.0,WA,510.0,no,no,no
4137,189.0,0.0,227.8,124.0,38.73,169.5,112.0,14.41,201.1,91.0,9.252,5.6,4.0,1.51,3.0,MS,415.0,no,no,no
4138,95.0,23.0,142.72,87.0,27.25,202.4,101.0,17.104,191.1,122.0,8.6,7.4,3.4,2.0,0.0,OH,415.0,no,yes,no
4139,129.0,0.0,137.8,120.0,28.610000000000003,225.8,110.0,19.19,145.2,95.0,6.53,10.2,6.0,2.75,1.0,IN,415.0,no,no,yes
4140,66.0,40.0,141.7,87.0,24.09,268.3,89.0,22.81,241.3,68.0,10.86,8.5,7.0,2.3,0.0,CO,408.0,no,yes,no
4141,80.0,22.0,196.4,115.0,33.39,150.3,109.0,12.568,176.2,75.0,7.93,9.3,1.0,2.51,0.0,TX,510.0,no,yes,no
4142,1.0,0.0,175.2,74.0,29.78,135.0,79.0,12.89,230.5,109.0,10.37,5.3,3.0,1.43,1.0,AK,408.0,no,no,no
4143,84.0,0.0,146.8,133.0,24.96,171.7,73.0,14.59,234.5,69.0,10.55,9.9,3.0,2.67,1.0,WV,408.0,no,no,no
4144,96.0,0.0,173.9,111.0,29.56,287.4,105.0,22.56,204.8,91.0,9.22,9.28,7.0,2.46,1.0,MA,415.0,no,no,no
4145,123.0,34.0,305.2,80.0,51.88,198.62,109.0,17.616,280.0,98.8,12.6,13.2,7.0,3.56,1.0,TN,415.0,no,yes,no
4146,116.0,0.0,162.3,91.0,27.59,279.3,79.0,23.666,192.7,131.0,8.67,11.7,2.0,3.16,3.0,ID,510.0,yes,yes,yes
4147,105.0,0.0,150.0,106.0,25.5,293.8,123.0,24.97,250.7,65.0,11.28,10.3,7.0,2.78,3.0,DE,415.0,yes,no,no
4148,80.0,0.0,169.26,114.0,33.58,206.9,119.0,17.59,163.6,109.0,7.36,11.3,4.0,3.05,1.0,VA,415.0,no,no,no
4149,157.0,0.0,240.2,67.0,40.83,153.0,98.0,13.01,249.0,72.0,11.21,10.2,6.0,2.75,2.0,MT,408.0,no,no,no
4150,67.0,30.0,186.2,117.0,31.65,286.7,76.0,24.37,164.3,113.0,7.39,12.9,3.0,3.48,2.0,ID,510.0,no,yes,no
4151,141.0,39.0,116.9,127.0,19.87,276.5,88.0,23.5,289.9,125.0,13.05,12.3,2.0,3.32,0.0,IN,415.0,no,yes,no
4152,79.0,17.0,236.7,95.0,40.24,263.5,56.0,22.4,259.6,107.0,11.106,12.0,4.0,3.24,1.0,MD,415.0,no,yes,no
4153,76.0,0.0,186.76,93.0,29.44,131.2,80.0,11.15,162.68,104.0,7.69,5.4,3.0,1.46,0.0,MS,408.0,no,no,no
4154,111.0,0.0,133.66,114.0,25.87,137.2,93.2,11.96,185.9,97.0,8.37,9.8,3.0,2.65,0.0,WA,510.0,no,no,no
4155,94.0,0.0,181.3,135.0,30.82,182.4,108.4,15.5,180.6,103.0,8.13,6.7,2.0,1.81,0.0,OH,415.0,no,no,no
4156,143.0,0.0,167.8,72.0,28.53,211.0,99.0,17.94,153.5,109.0,6.91,10.5,6.0,2.84,4.0,RI,408.0,no,no,yes
4157,109.0,0.0,175.4,125.0,29.82,250.7,89.8,21.31,289.3,74.0,10.244,9.8,9.0,2.65,1.0,AR,510.0,no,no,no
4158,138.0,0.0,87.6,112.0,14.89,266.9,107.0,18.916,214.6,104.0,9.66,9.8,10.0,2.65,2.0,AZ,415.0,no,no,no
4159,73.0,0.0,203.3,45.0,34.56,141.9,87.0,12.06,200.7,71.0,9.03,8.5,6.0,2.3,0.0,SC,415.0,no,no,no
4160,21.0,0.0,92.6,95.0,15.74,161.9,70.0,13.76,285.0,78.0,12.83,10.0,3.0,3.05,5.0,KY,415.0,no,no,yes
4161,148.0,21.0,262.9,135.0,44.69,149.5,105.4,13.106,140.5,109.0,6.32,8.1,4.0,2.19,1.0,AL,415.0,no,yes,no
4162,103.0,0.0,156.21999999999997,109.0,27.34,156.56,82.0,13.24,249.74,103.0,11.44,8.5,3.0,2.3,1.0,NE,408.0,no,no,no
4163,143.0,22.0,141.8,116.0,24.11,167.3,99.0,14.22,178.1,130.0,8.01,7.8,3.0,2.11,1.0,MT,408.0,no,yes,no
4164,79.0,32.0,50.6,62.0,8.6,201.4,87.0,17.12,146.8,121.0,6.61,4.2,4.0,1.13,2.0,MN,408.0,no,yes,no
4165,89.0,0.0,134.9,59.0,22.93,156.0,152.0,14.308000000000002,197.5,112.0,8.89,10.2,5.0,2.75,1.0,NV,415.0,no,no,no
4166,120.0,0.0,252.1,110.0,42.86,226.1,103.0,19.22,155.6,83.0,7.0,13.8,3.0,3.73,1.0,CA,415.0,no,no,no
4167,121.0,41.0,215.5,91.6,36.706,241.8,92.0,20.55,147.0,108.0,6.61,9.6,3.0,2.59,1.0,UT,415.0,no,yes,no
4168,101.0,0.0,128.18,66.0,21.22,257.2,85.0,21.86,193.2,115.0,8.69,13.4,4.0,3.62,0.0,IL,415.0,no,no,no
4169,115.0,0.0,158.14,114.0,30.38,221.26,96.0,23.04,245.9,94.0,11.07,12.34,5.0,4.43,2.0,DC,408.0,no,no,no
4170,168.0,0.0,197.74,131.0,31.14,179.2,73.0,15.23,292.8,100.0,13.18,9.9,5.0,2.67,2.0,IN,415.0,no,no,no
4171,90.0,0.0,167.5,96.0,28.48,139.1,104.0,13.774,138.4,87.0,6.23,13.0,1.0,3.51,1.0,NM,415.0,no,no,no
4172,70.0,0.0,147.1,112.2,25.01,200.0,135.0,17.0,234.9,65.0,10.57,12.5,9.0,3.38,3.0,MS,510.0,no,no,no
4173,138.0,0.0,230.1,107.0,39.12,212.0,120.0,18.02,180.34,119.0,7.87,13.2,4.0,3.56,1.0,VT,415.0,no,no,no
4174,43.0,0.0,135.8,125.0,23.09,163.2,88.0,13.87,229.8,106.0,10.34,12.6,3.0,3.4,0.0,VT,408.0,no,no,no
4175,117.0,9.8,205.7,98.0,34.97,136.1,107.0,11.57,159.4,117.4,7.17,8.7,3.2,2.918,2.0,UT,510.0,no,yes,no
4176,108.0,0.0,73.8,105.0,12.55,143.4,114.0,12.19,170.2,98.0,7.66,10.9,3.0,2.94,2.0,KY,408.0,no,no,no
4177,118.0,0.0,189.3,119.0,32.18,233.5,112.0,19.85,270.9,104.0,12.19,9.64,1.0,2.7,2.0,VA,408.0,no,no,no
4178,169.0,0.0,147.2,115.0,25.02,161.9,123.0,14.588,142.1,103.0,6.39,7.2,6.0,1.94,3.0,OH,408.0,no,no,no
4179,62.0,42.0,137.3,95.0,23.34,184.2,94.0,15.66,231.4,70.0,10.41,10.2,3.0,2.75,0.0,AZ,408.0,no,yes,no
4180,86.0,7.4,70.7,125.0,20.909999999999997,211.0,113.0,17.94,174.6,107.0,7.86,0.0,0.0,0.0,2.0,NY,510.0,no,no,no
4181,44.0,0.0,204.6,105.0,34.78,205.2,94.0,17.44,164.6,90.0,7.41,10.7,5.0,2.89,0.0,VA,408.0,no,no,no
4182,111.0,0.0,123.1,88.0,20.93,213.9,84.0,18.18,184.9,88.0,8.32,12.0,2.0,3.24,5.0,MD,510.0,no,no,yes
4183,127.0,19.0,129.7,115.0,25.008000000000003,160.8,101.0,13.67,265.0,90.6,11.93,12.2,3.0,3.29,2.0,MA,510.0,no,yes,no
4184,151.0,0.0,198.7,70.0,32.368,209.5,106.0,17.81,281.9,126.0,11.258,12.4,4.0,3.35,0.0,IL,415.0,yes,no,no
4185,53.0,0.0,145.1,116.0,24.67,235.24,82.0,19.86,208.7,95.0,9.39,7.9,5.0,2.13,2.0,LA,415.0,no,no,no
4186,15.0,0.0,135.2,101.0,22.98,152.5,79.0,12.96,224.8,83.0,10.12,8.4,5.0,2.27,2.0,MO,415.0,no,no,no
4187,123.0,28.0,124.7,105.0,21.2,250.4,78.0,21.28,216.4,128.0,9.74,7.8,8.0,2.11,1.0,DC,408.0,no,yes,no
4188,137.0,0.0,215.9,76.0,36.7,145.4,118.0,14.142,186.9,129.0,8.41,12.1,4.0,3.27,1.0,PA,415.0,no,no,no
4189,106.0,0.0,119.2,142.0,20.26,228.4,139.0,18.258000000000003,197.9,61.0,8.91,8.4,9.0,2.242,2.0,TN,415.0,no,no,no
4190,88.0,0.0,144.3,90.8,24.53,156.4,74.0,14.207999999999998,214.7,90.0,9.66,7.8,10.0,2.11,3.0,NJ,510.0,no,no,no
4191,106.0,0.0,235.2,121.0,31.738,220.6,87.0,18.75,236.3,91.0,10.63,11.8,4.0,3.19,1.0,VA,415.0,no,no,no
4192,95.0,0.0,179.12,79.6,29.58,281.1,118.0,22.876,177.06,94.0,8.87,9.7,2.0,2.62,0.0,TN,510.0,no,no,no
4193,57.0,0.0,115.0,65.0,25.642000000000003,122.3,95.0,12.884,245.0,75.0,11.03,6.4,1.0,1.73,0.0,NJ,510.0,yes,no,yes
4194,184.0,0.0,151.7,101.4,25.79,178.5,77.0,15.17,229.1,111.0,10.31,13.1,8.0,3.54,2.0,WA,408.0,no,no,no
4195,109.0,0.0,153.1,102.0,26.03,189.92,77.0,16.072,233.36,74.0,14.81,9.9,9.0,2.8819999999999997,3.0,AR,510.0,no,no,no
4196,127.0,0.0,218.6,93.0,37.16,149.9,130.0,12.74,204.6,112.4,9.21,9.2,5.0,2.48,2.0,WI,415.0,no,no,no
4197,82.0,0.0,225.64,122.0,45.08,178.7,106.4,15.19,174.7,90.0,7.86,10.7,9.0,2.89,2.0,WA,510.0,no,no,no
4198,180.0,0.0,143.3,134.0,24.36,180.5,111.8,15.34,184.2,87.0,8.29,10.1,4.0,2.73,1.0,RI,415.0,no,no,no
4199,174.0,0.0,190.3,98.0,32.35,252.7,70.0,21.48,220.6,97.0,9.93,7.2,9.0,2.0620000000000003,2.0,ME,415.0,no,no,no
4200,92.0,0.0,184.7,60.0,29.806,262.0,73.0,22.27,239.5,120.0,10.78,12.3,6.0,3.32,2.0,CO,415.0,no,no,yes
4201,81.0,0.0,114.38,99.0,19.6,224.7,117.0,17.976,152.5,106.0,8.098,18.0,2.0,4.86,1.0,CO,408.0,no,no,no
4202,125.0,0.0,113.0,108.0,19.21,169.2,107.0,14.38,156.6,61.0,7.05,9.2,5.0,2.48,2.0,RI,408.0,no,no,yes
4203,119.0,0.0,294.2,92.6,50.01,232.5,53.0,19.76,195.0,64.0,8.78,9.0,1.0,2.43,0.0,CT,408.0,no,no,yes
4204,122.0,0.0,215.6,86.0,36.65,167.8,59.0,14.26,207.0,67.0,9.32,6.4,8.0,1.73,3.0,NC,415.0,no,no,no
4205,34.0,0.0,128.8,80.0,21.9,208.7,93.0,17.74,202.1,103.0,9.09,12.28,7.0,3.78,1.0,WY,408.0,no,no,no
4206,138.0,28.0,211.2,117.0,35.9,312.5,98.0,20.357999999999997,178.0,118.0,8.01,11.419999999999998,2.0,2.89,3.0,OR,415.0,yes,yes,yes
4207,90.0,24.0,71.2,97.8,12.1,181.6,103.0,15.44,186.9,111.0,8.41,12.9,1.0,3.48,1.0,FL,415.0,no,yes,no
4208,73.0,0.0,94.9,121.0,16.13,187.86,83.0,21.52,175.1,93.2,7.88,14.2,2.0,3.83,2.0,KY,408.0,no,no,no
4209,19.0,0.0,259.4,116.0,33.708000000000006,269.7,109.0,22.92,175.3,130.0,7.89,9.5,2.8,2.57,1.0,SC,510.0,no,no,yes
4210,120.0,28.0,215.8,118.2,36.69,285.2,76.0,24.24,192.1,78.0,8.64,6.9,3.0,1.86,1.0,WA,408.0,no,yes,no
4211,160.0,0.0,97.5,104.4,16.58,268.1,69.0,22.79,255.3,62.0,11.49,13.2,4.0,3.56,3.0,MT,415.0,no,no,no
4212,141.0,0.0,146.5,121.0,24.91,169.9,125.0,14.44,238.8,112.0,10.75,8.2,5.0,2.21,0.0,PA,510.0,no,no,no
4213,90.0,0.0,157.9,72.0,26.84,234.0,93.0,17.302,210.0,86.0,9.45,12.2,5.0,3.29,2.0,MA,408.0,no,no,no
4214,72.0,0.0,139.9,117.0,23.78,196.6,86.8,19.01,240.8,93.0,10.84,12.7,4.0,3.43,2.0,VT,415.0,no,no,no
4215,117.0,21.0,153.2,103.0,26.04,263.3,110.0,22.38,135.0,85.0,6.08,11.9,7.0,3.21,1.0,MN,408.0,no,yes,no
4216,79.0,0.0,103.5,134.0,17.6,319.3,111.0,27.14,239.9,124.0,10.8,8.4,4.0,2.27,2.0,IL,408.0,yes,no,no
4217,87.0,0.0,185.8,119.0,31.59,192.3,83.0,16.35,200.0,96.0,9.0,6.6,4.0,1.78,1.0,AR,408.0,no,no,no
4218,102.0,5.8,129.5,56.0,22.02,354.2,118.0,19.812,145.5,93.0,6.55,10.9,3.0,2.94,1.0,MD,415.0,no,no,no
4219,49.0,0.0,236.6,91.0,40.22,200.1,122.0,18.78,146.8,114.0,6.61,8.9,2.0,2.4,1.0,MT,408.0,no,no,no
4220,67.0,0.0,260.4,107.0,39.412000000000006,208.2,104.0,17.727999999999998,207.9,115.0,9.36,10.0,2.0,2.7,6.0,VT,408.0,no,no,no
4221,107.0,0.0,167.3,88.6,28.44,163.9,79.0,13.93,185.9,100.0,8.37,6.7,5.0,1.81,2.0,CO,415.0,no,no,no
4222,190.0,0.0,182.2,101.0,26.613999999999997,212.3,95.0,18.05,233.0,123.0,10.49,9.3,4.0,2.51,2.0,NC,408.0,no,no,no
