movie_display_name,movie_production_year,movie_odid,movie_financial_summary_production_budget,movie_financial_summary_domestic_box_office,movie_financial_summary_international_box_office,production_date_year,movie_creative_type_display_name,movie_source_display_name,movie_production_method_display_name,movie_genre_display_name,movie_sequel,movie_running_time,Description
"Sen to Chihiro no Kamikakushi",2002,37170100,19000000,10049886,264900000,2002-01-01,Fantasy,"Original Screenplay","Hand Animation",Adventure,0,125,NULL
Notorious,2009,15360100,19000000,36843682,8161469,2009-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,122,NULL
"The Devil's Double",2011,160300100,19100000,1361512,1045154,2011-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,109,NULL
"Der Baader Meinhof Komplex",2008,71820100,19700000,476270,16022557,2008-01-01,Dramatization,"Based on Real Life Events","Live Action",Action,0,150,NULL
"A Most Violent Year",2014,215510100,20000000,5749134,322299,2014-01-01,"Historical Fiction","Original Screenplay","Live Action",Drama,0,125,NULL
"The Cold Light of Day",2011,145040100,20000000,3763583,21597623,2011-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,93,NULL
Equilibrium,2002,60010100,20000000,1190018,4155851,2002-01-01,"Science Fiction","Original Screenplay","Live Action",Action,0,107,NULL
"The Man",2005,39880100,20000000,8330720,2062976,2005-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,78,NULL
"This is Where I Leave You",2013,199900100,20000000,34296320,7000000,2013-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Comedy,0,103,NULL
Spotlight,2014,212500100,20000000,45040342,45150940,2014-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,128,NULL
"A Very Harold & Kumar 3D Christmas",2010,146480100,20000000,35061031,1204714,2010-01-01,Fantasy,"Original Screenplay","Live Action",Comedy,1,89,NULL
Selma,2014,145580100,20000000,52076908,14700000,2014-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,123,NULL
"One Night with the King",2006,32340100,20000000,13395961,329071,2006-01-01,"Historical Fiction","Based on Fiction Book/Short Story","Live Action",Drama,0,123,NULL
"Peter Pan: Return to Neverland",2002,11370100,20000000,48423368,61432424,2002-01-01,"Kids Fiction","Based on Play","Hand Animation",Adventure,1,72,NULL
"Dylan Dog: Dead of Night",2010,142370100,20000000,1186538,4907187,2010-01-01,Fantasy,"Based on Comic/Graphic Novel","Live Action",Horror,0,107,NULL
"Inherent Vice",2014,204250100,20000000,8110975,581923,2014-01-01,"Historical Fiction","Based on Fiction Book/Short Story","Live Action",Drama,0,148,NULL
"Endless Love",2014,192700100,20000000,23438250,11176714,2014-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Drama,0,105,NULL
"Street Kings",2008,20570100,20000000,26415649,39039144,2008-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,107,NULL
"Triple 9",2015,213900100,20000000,12639297,9274948,2015-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,115,NULL
"The Covenant",2006,22630100,20000000,23342105,14800000,2006-01-01,"Contemporary Fiction","Based on Comic/Graphic Novel","Live Action",Thriller/Suspense,0,97,NULL
"Chasing Mavericks",2012,168840100,20000000,6002756,2298065,2012-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,115,NULL
"Silent Hill: Revelation 3D",2012,175620100,20000000,17530219,38445453,2012-01-01,Fantasy,"Based on Game","Live Action",Horror,1,94,NULL
"Battle of the Year",2013,174970100,20000000,8888355,7835022,2013-01-01,"Contemporary Fiction","Based on Movie","Live Action",Drama,0,109,NULL
"Alpha and Omega 3D",2010,133250100,20000000,25107267,23851086,2010-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,0,88,NULL
"School of Rock",2003,5660100,20000000,81261177,50684126,2003-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,110,NULL
"The Weather Man",2005,33660100,20000000,12482775,2984186,2005-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Drama,0,102,NULL
"Secret in Their Eyes",2015,214560100,20000000,20180155,10342736,2015-01-01,"Contemporary Fiction",Remake,"Live Action",Thriller/Suspense,0,111,NULL
"A Scanner Darkly",2006,45610100,20000000,5501616,1903468,2006-01-01,"Science Fiction","Based on Fiction Book/Short Story",Rotoscoping,Thriller/Suspense,0,100,NULL
"The Conjuring",2013,179730100,20000000,137400141,180600000,2013-01-01,Fantasy,"Original Screenplay","Live Action",Horror,0,111,NULL
"All Good Things",2010,126410100,20000000,582024,291593,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Drama,0,101,NULL
Armored,2009,133410100,20000000,15988876,7672162,2009-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,88,NULL
"Jackass 3D",2010,145290100,20000000,117229692,54456101,2010-01-01,Factual,"Based on TV","Live Action",Comedy,1,93,NULL
"The Descendants",2010,141540100,20000000,82624961,92882839,2010-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Drama,0,110,NULL
Envy,2004,32200100,20000000,13548322,1017924,2004-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,99,NULL
"By the Sea",2015,215960100,20000000,538460,2842804,2015-01-01,"Historical Fiction","Original Screenplay","Live Action",Drama,0,122,NULL
"What's Your Number?",2010,142710100,20000000,14011084,16152701,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,106,NULL
"The World's End",2013,150360100,20000000,26004851,21503654,2013-01-01,"Science Fiction","Original Screenplay","Live Action",Comedy,0,109,NULL
"Into the Wild",2007,26730100,20000000,18354356,38468604,2007-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Drama,0,149,NULL
Burnt,2014,211390100,20000000,13651946,18980722,2014-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,100,NULL
"Let Me In",2010,134830100,20000000,12134935,16135464,2010-01-01,Fantasy,Remake,"Live Action",Thriller/Suspense,0,115,NULL
"Little Boy",2014,204870100,20000000,6485961,1480022,2014-01-01,"Historical Fiction","Original Screenplay","Live Action",Drama,0,106,NULL
"Vampires Suck",2010,139770100,20000000,36661504,44763484,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,82,NULL
"Eternal Sunshine of the Spotless Mind",2004,16520100,20000000,34366518,38768921,2004-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Comedy,0,108,NULL
Risen,2015,212220100,20000000,36800798,8160093,2015-01-01,"Historical Fiction","Based on Religious Text","Live Action",Drama,0,107,NULL
"Tyler Perry's Madea's Witness Protection",2012,175230100,20000000,65653242,1123329,2012-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,1,114,NULL
Lockout,2011,147180100,20000000,14326865,19616184,2011-01-01,"Science Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,110,NULL
Milk,2008,17850100,20000000,31841299,25452072,2008-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,128,NULL
"Bringing Down the House",2003,2470100,20000000,132675402,32000000,2003-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,105,NULL
Max,2015,208650100,20000000,42656255,1001902,2015-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Adventure,0,111,NULL
"Beverly Hills Chihuahua",2008,4580100,20000000,94514402,59703766,2008-01-01,Fantasy,"Original Screenplay","Live Action",Comedy,0,91,NULL
"My Best Friend's Girl",2008,25960100,20000000,19219250,15567861,2008-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,101,NULL
""Synecdoche",0,2008,51760100,20000000,3083538,1300000,2008-01-01,"Contemporary Fiction","Original Screenplay","Live Action",0,0,NULL
"Monte Carlo",2010,143930100,20000000,23186769,16500000,2010-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Romantic Comedy",0,109,NULL
"Scary Movie V",2011,163190100,20000000,32015787,46598194,2011-01-01,Fantasy,"Original Screenplay","Live Action",Comedy,1,86,NULL
"Machete Kills",2013,183280100,20000000,8008161,10264848,2013-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,1,107,NULL
Tammy,2014,191590100,20000000,84525432,9405928,2014-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,96,NULL
"The American",2010,129750100,20000000,35606376,32344347,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,103,NULL
Babel,2006,16570100,20000000,34302837,97818375,2006-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Drama,0,143,NULL
"The Debt",2010,107060100,20000000,31177548,15426506,2010-01-01,"Historical Fiction",Remake,"Live Action",Thriller/Suspense,0,113,NULL
Premonition,2007,11600100,20000000,47852604,33608739,2007-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,97,NULL
"A Dangerous Method",2011,153580100,20000000,5702083,9105448,2011-01-01,Dramatization,"Based on Play","Live Action",Drama,0,99,NULL
"Texas Chainsaw 3D",2012,163800100,20000000,34341945,13324068,2012-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Horror,1,92,NULL
Regression,2015,200430100,20000000,55039,14828456,2015-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,106,NULL
"You Again",2010,110160100,20000000,25702053,7136892,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,105,NULL
"12 Years a Slave",2013,189660100,20000000,56671993,124353350,2013-01-01,"Historical Fiction","Based on Factual Book/Article","Live Action",Drama,0,133,NULL
"Strange Wilderness",2008,43260100,20000000,6575282,371802,2008-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,86,NULL
"Silver Linings Playbook",2012,170290100,21000000,132092958,104319495,2012-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Drama,0,122,NULL
"For Colored Girls",2010,135960100,21000000,37729698,288175,2010-01-01,"Contemporary Fiction","Based on Play","Live Action",Drama,0,134,NULL
"The Beaver",2010,141380100,21000000,970816,4075222,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,91,NULL
"Death at a Funeral",2010,105280100,21000000,42739347,6237886,2010-01-01,"Contemporary Fiction",Remake,"Live Action",Comedy,0,92,NULL
"Tinker Tailor Soldier Spy",2011,145750100,21000000,24149393,57303418,2011-01-01,"Historical Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,128,NULL
"To Rome with Love",2012,171260100,21500000,16684352,57679425,2012-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,112,NULL
"Michael Clayton",2007,11300100,21500000,49033882,43953769,2007-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Drama,0,120,NULL
"Jay and Silent Bob Strike Back",2001,18790100,22000000,30059386,3703014,2001-01-01,"Contemporary Fiction",Spin-Off,"Live Action",Comedy,0,104,NULL
"The Glass House",2001,27110100,22000000,17951431,4910354,2001-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,120,NULL
"Hit & Run",2012,176420100,22000000,13749300,3467655,2012-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,95,NULL
"Delivery Man",2013,183860100,22000000,30659817,39877053,2013-01-01,"Contemporary Fiction",Remake,"Live Action",Comedy,0,105,NULL
""Hail",0,2015,218060100,22000000,30080225,32738712,2015-01-01,"Historical Fiction","Original Screenplay","Live Action",0,0,NULL
Homefront,2013,193470100,22000000,20158492,31536870,2013-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Action,0,100,NULL
Stone,2010,140080100,22000000,1810078,2254942,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Drama,0,105,NULL
"Before I Go to Sleep",2013,198630100,22000000,3242457,16321122,2013-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,92,NULL
"Out of the Furnace",2013,179520100,22000000,11330849,4103526,2013-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Drama,0,115,NULL
"Diary of a Wimpy Kid: Dog Days",2012,165990100,22000000,49008662,28221033,2012-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Live Action",Comedy,1,94,NULL
"The Transporter Refueled",2015,213560100,22000000,16029670,53668825,2015-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,96,NULL
"The Hundred-Foot Journey",2014,193490100,22000000,54235441,40035047,2014-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Romantic Comedy",0,122,NULL
"The Game Plan",2007,4840100,22000000,90648202,55942785,2007-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,110,NULL
"I Heart Huckabees",2004,33300100,22000000,12784713,7250000,2004-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,105,NULL
"The Libertine",2005,46940100,22000000,4835065,4613558,2005-01-01,"Historical Fiction","Based on Play","Live Action",Drama,0,114,NULL
"Son of God",2013,198790100,22000000,59700064,11249729,2013-01-01,Dramatization,"Based on Religious Text","Live Action",Drama,0,138,NULL
Underworld,2003,10430100,22000000,51970690,43737767,2003-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,121,NULL
"The Water Diviner",2014,220200100,22500000,4200117,26664532,2014-01-01,"Historical Fiction","Original Screenplay","Live Action",Drama,0,112,NULL
1408,2007,129960100,22500000,71975611,59277742,2007-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Horror,0,104,NULL
Haywire,2011,162960100,23000000,18942396,17432304,2011-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,93,NULL
"Someone Like You",2001,20060100,23000000,27338033,11346873,2001-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Romantic Comedy",0,97,NULL
Rogue,2008,95820100,23000000,10452,4662925,2008-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Horror,0,99,NULL
Redemption,2013,187110100,23000000,36686,13556787,2013-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,100,NULL
Her,2013,192820100,23000000,25568251,23214839,2013-01-01,"Science Fiction","Original Screenplay","Live Action",Drama,0,119,NULL
"In the Valley of Elah",2007,42850100,23000000,6777741,17711409,2007-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,121,NULL
"Eddie the Eagle",2015,226600100,23000000,15736287,24648239,2015-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,105,NULL
"The Ides of March",2011,158400100,23000000,40962534,36773391,2011-01-01,"Contemporary Fiction","Based on Play","Live Action",Drama,0,101,NULL
Zombieland,2009,105270100,23600000,75590286,26646310,2009-01-01,Fantasy,"Original Screenplay","Live Action",Comedy,0,87,NULL
"The Men Who Stare at Goats",2009,109740100,24000000,32428195,34920023,2009-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Black Comedy",0,94,NULL
"Zack and Miri Make a Porno",2008,18110100,24000000,31457946,5398360,2008-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,101,NULL
"Think Like a Man Too",2014,190170100,24000000,65028687,4999246,2014-01-01,"Contemporary Fiction","Based on Factual Book/Article","Live Action","Romantic Comedy",1,105,NULL
"I Don't Know How She Does It",2011,150530100,24000000,9659074,14815389,2011-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Comedy,0,89,NULL
Faster,2009,112590100,24000000,23240020,12552925,2009-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,98,NULL
"Old School",2003,6420100,24000000,75155000,11610463,2003-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,90,NULL
Footloose,2010,114270100,24000000,51802742,11187092,2010-01-01,"Contemporary Fiction",Remake,"Live Action",Musical,0,113,NULL
"Piranha 3D",2010,119680100,24000000,25003155,58657005,2010-01-01,"Science Fiction",Remake,"Live Action",Horror,0,88,NULL
"Dangerous Liaisons",2012,183340100,24200000,17000,10430579,2012-01-01,"Historical Fiction","Based on Fiction Book/Short Story","Live Action",Drama,0,110,NULL
"Shaun the Sheep",2015,220970100,25000000,19375982,82561080,2015-01-01,"Kids Fiction",Spin-Off,"Stop-Motion Animation",Adventure,0,86,NULL
"Dear John",2010,125870100,25000000,80014842,62018667,2010-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Drama,0,107,NULL
